row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
01,01,01,I. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mòn,,242.036.965.836,204.547.909.074,,,242036965836.0,204547909074.0
02,02,02,(bao gồm lợi thế thương mại),,47.326.773.001,44.588.600.491,,,47326773001.0,44588600491.0
03,03,03,(Hoàn nhập dự phòng) dự phòng,,(1.749.337.921),5.874.072.866,,,-1749337921.0,5874072866.0
05,05,05,Lãi từ hoạt động đầu tư,,(271.119.881.019),(667.948.937.870),,,-271119881019.0,-667948937870.0
06,06,06,Chi phí lãi vay,,213.862.542.089,240.949.570.933,,,213862542089.0,240949570933.0
08,08,08,Lợi nhuận (lỗ) từ hoạt động kinhdoanh trước thay đổi vốn lưu động,,230.357.061.986,(171.988.784.506),,,230357061986.0,-171988784506.0
09,09,09,Giảm các khoản phải thu,,914.024.825.867,250.928.324.979,,,914024825867.0,250928324979.0
10,10,10,Giảm hàng tồn kho,,513.512.466.079,850.775.797.225,,,513512466079.0,850775797225.0
11,11,11,Giảm các khoản phải trả,,(610.715.013.572),(245.909.516.560),,,-610715013572.0,-245909516560.0
12,12,12,Giảm (tăng) chi phí trả trước,,80.110.918.203,(35.702.339.811),,,80110918203.0,-35702339811.0
14,14,14,Tiền lãi vay đã trả,,(166.711.569.236),(230.652.495.362),,,-166711569236.0,-230652495362.0
15,15,15,Thuế TNDN đã nộp,,(31.349.738.090),(17.066.173.777),,,-31349738090.0,-17066173777.0
17,17,17,Tiền chi khác cho hoạt độngkinh doanh,,(13.503.348.009),(11.722.068.762),,,-13503348009.0,-11722068762.0
20,20,20,Lưu chuyển tiền thuần từ hoạtđộng kinh doanh,,915.725.603.228,388.662.743.426,,,915725603228.0,388662743426.0
II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ,,,,
21,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 21,21,Tiền chi để mua sắm tài sảncố định,,(4.727.488.020),(98.936.030.903),,,-4727488020.0,-98936030903.0
22,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 22,22,Tiền thu do thanh lý tài sảncố định và bất động sản đầu tư,,50.000.000,-,,,50000000.0,
23,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 23,23,Tiền chi cho vay,,(4.987.503.365.781),(2.012.329.365.908),,,-4987503365781.0,-2012329365908.0
24,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 24,24,Tiền thu hồi cho vay,,5.148.021.913.640,2.016.247.689.687,,,5148021913640.0,2016247689687.0
25,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 25,25,Tiền chi đầu tư góp vốn vào cácdơn vị khác,,(230.852.623.650),(1.709.665.990.000),,,-230852623650.0,-1709665990000.0
26,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 26,26,Tiền thu hồi đầu tư góp vốn vàođơn vị khác,,74.615.275.429,958.324.000.000,,,74615275429.0,958324000000.0
27,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 27,27,Tiền thu lãi cho vay và cổ tức,,137.445.906.340,54.121.191.175,,,137445906340.0,54121191175.0
30,II. LƯU CHUYÊN TIÊN TỪHOẠT ĐỘNG ĐẦU TỰ > 30,30,Lưu chuyển tiền thuần từ (sửdụng vào) hoạt động đầu tư,,137.049.617.958,(792.238.505.949),,,137049617958.0,-792238505949.0
