row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,619.214.366.290,1.724.439.233.907,619214366290.0,1724439233907.0
Tiền đặt cọc nhận từ cá nhân đề mua căn hộ,Tiền đặt cọc nhận từ cá nhân đề mua căn hộ,Tiền đặt cọc nhận từ cá nhân đề mua căn hộ,535.645.203.483,1.601.592.432.636,535645203483.0,1601592432636.0
Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,Quỹ bảo trì chung cư,34.660.040.145,26.729.072.180,34660040145.0,26729072180.0
"Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả","Cổ tức, lãi vay phải trả",17.415.122.754,21.996.856.172,17415122754.0,21996856172.0
"Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn","Nhận ký cược, ký quỹ ngắn hạn",15.297.944.868,17.312.186.854,15297944868.0,17312186854.0
Tiền thu từ các HĐHTKD ngắn hạn,Tiền thu từ các HĐHTKD ngắn hạn,Tiền thu từ các HĐHTKD ngắn hạn,3.900.540.421,52.454.374.452,3900540421.0,52454374452.0
Khác,Khác,Khác,12.295.514.619,4.354.311.613,12295514619.0,4354311613.0
Dài hạn,Dài hạn,Dài hạn,301.984.214.034,300.423.791.658,301984214034.0,300423791658.0
Tiền thu từ các HĐHTKD dài hạn (*),Tiền thu từ các HĐHTKD dài hạn (*),Tiền thu từ các HĐHTKD dài hạn (*),244.500.000.000,244.500.000.000,244500000000.0,244500000000.0
"Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn","Nhận ký cược, ký quỹ dài hạn",57.484.214.034,55.923.791.658,57484214034.0,55923791658.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,921.198.580.324,2.024.863.025.565,921198580324.0,2024863025565.0
Trong đó:,Trong đó:,Trong đó:,,,,
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,661.879.549.609,1.703.735.565.049,661879549609.0,1703735565049.0
Phải trả bên liên quan (Thuyết minh số 36),Trong đó: > Phải trả bên liên quan (Thuyết minh số 36),Phải trả bên liên quan (Thuyết minh số 36),259.319.030.715,321.127.460.516,259319030715.0,321127460516.0
