row_label_raw,row_label_full,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông,Bán hàng hóa và dịch vụ,-,10.835.000,numeric__Cổ đông,numeric__Bán hàng hóa và dịch vụ,numeric__-,numeric__10.835.000
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HĐQT,Bán hàng hóa và dịch vụ,5.190.726.341,-,,,5190726341.0,
Trần Lam Thông,Trần Lam Thông,Trần Lam Thông,Bên liên quan,Bán hàng hóa và dịch vụ,1.918.300.065,-,,,1918300065.0,
,,,,,7.109.026.406,10.835.000,,,7109026406.0,10835000.0
