row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,VND > Số cuối năm,VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__VND > Số cuối năm,numeric__VND > Số đầu năm
Phải trả khác (tiếp theo),Phải trả khác (tiếp theo),Phải trả khác (tiếp theo),Phải trả khác (tiếp theo),Phải trả khác (tiếp theo),Phải trả khác (tiếp theo),Phải trả khác (tiếp theo),,,,
Công ty Cổ phần Du lịch Thành Thành Công,Phải trả khác (tiếp theo) > Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty trong cùng Tập đoàn,Khác,-,21.369.863,,,,21369863.0
Công ty TNHH MTV Kỹ thuật Xây Dụng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây Dụng Toàn Thịnh Phát,Công ty TNHH MTV Kỹ thuật Xây Dụng Toàn Thịnh Phát,Bên liên quan,Lãi vay,,,,,,
,,,,,9.856.079.503,-,,,9856079503.0,
,,,,,259.319.030.715,321.127.460.516,,,259319030715.0,321127460516.0
