row_label_raw,row_label_full,Công ty Cổ phần May Tiến Phát,Công ty liên kết,Vay,-,58.063.752.744,numeric__Công ty liên kết,numeric__Vay,numeric__-,numeric__58.063.752.744
Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Ông Vũ Quốc Thái,Thành viên HDQT,Vay,15.598.845.238,16.498.845.238,,,15598845238.0,16498845238.0
Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty Cổ phần Đầu tư Địa ốc Kim Thành,Công ty liên kết,Vay,7.300.000.000,7.300.000.000,,,7300000000.0,7300000000.0
Ông Bùi Tiến Thắng,Ông Bùi Tiến Thắng,Ông Bùi Tiến Thắng,Phó chủ tịch HDQT,Vay,-,1.839.124.801,,,,1839124801.0
Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty TNHH MTV Tư vấn Sài Gòn Thương Tín,Công ty trong cùng Tập đoàn,Vay,-,600.000.000,,,,600000000.0
Bà Nguyễn Thị Thanh Thảo,Bà Nguyễn Thị Thanh Thảo,Bà Nguyễn Thị Thanh Thảo,Kế toán trường,Vay,-,250.000.000,,,,250000000.0
Ông Võ Quốc Khánh,Ông Võ Quốc Khánh,Ông Võ Quốc Khánh,Tổng Giám đốc,Vay,-,100.000.000,,,,100000000.0
,,,,,22.898.845.238,84.651.722.783,,,22898845238.0,84651722783.0
