row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
"Công ty Cổ phầnTín Nghĩa Á Châu cùng Tập đoàn (""Tín Nghĩa Á Châu"")","Công ty Cổ phầnTín Nghĩa Á Châu cùng Tập đoàn (""Tín Nghĩa Á Châu"")","Công ty Cổ phầnTín Nghĩa Á Châu cùng Tập đoàn (""Tín Nghĩa Á Châu"")",Công ty trong,Trả nợ gốc vay,-,59.750.000.000,,,,59750000000.0
"Công ty Cổ phầnTín Nghĩa Á Châu cùng Tập đoàn (""Tín Nghĩa Á Châu"")","Công ty Cổ phầnTín Nghĩa Á Châu cùng Tập đoàn (""Tín Nghĩa Á Châu"")","Công ty Cổ phầnTín Nghĩa Á Châu cùng Tập đoàn (""Tín Nghĩa Á Châu"")",Công ty trong,Chi phí lãi vay,-,2.346.210.617,,,,2346210617.0
Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty trong cùng Tập đoàn,Mua hàng hóa và dịch vụ,8.239.789.206,12.824.641.641,,,8239789206.0,12824641641.0
Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty trong cùng Tập đoàn,Lãi cho vay,5.343.287.230,5.773.356.163,,,5343287230.0,5773356163.0
Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty trong cùng Tập đoàn,Vay,-,800.000.000,,,,800000000.0
Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty trong cùng Tập đoàn,Trả nợ vay,-,800.000.000,,,,800000000.0
Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty trong cùng Tập đoàn,Thu từ cho vay,40.587.982.000,-,,,40587982000.0,
Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty Cổ phầnThành Thành Nam,Công ty trong cùng Tập đoàn,Cung cấp dịch vụ,493.946.056,-,,,493946056.0,
Công ty Cổ phầnBao bì và Kho bãi Bình Tây,Công ty Cổ phầnBao bì và Kho bãi Bình Tây,Công ty Cổ phầnBao bì và Kho bãi Bình Tây,Bên liên quan,Chi phí lãi vay,755.243.424,2.617.534.932,,,755243424.0,2617534932.0
Công ty Cổ phầnBao bì và Kho bãi Bình Tây,Công ty Cổ phầnBao bì và Kho bãi Bình Tây,Công ty Cổ phầnBao bì và Kho bãi Bình Tây,Bên liên quan,Mua dịch vụ,1.112.839.479,-,,,1112839479.0,
Công ty Cổ phầnĐầu tư Kiến trúcXây dựng Toàn Thịnh Phát,Công ty Cổ phầnĐầu tư Kiến trúcXây dựng Toàn Thịnh Phát,Công ty Cổ phầnĐầu tư Kiến trúcXây dựng Toàn Thịnh Phát,Bên liên quan,Lãi cho vay,666.702.358,668.528.939,,,666702358.0,668528939.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Vay,-,82.500.000.000,,,,82500000000.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Trả nợ gốc vay,-,82.500.000.000,,,,82500000000.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Cho vay,-,66.399.106.148,,,,66399106148.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Thu hồi cho vay,-,58.363.106.148,,,,58363106148.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Bán hàng hóa và dịch vụ,104.200.000,40.000.000.000,,,104200000.0,40000000000.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Mua hàng hóa và dịch vụ,7.604.139.777,8.132.638.265,,,7604139777.0,8132638265.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Lãi cho vay,-,1.533.546.744,,,,1533546744.0
Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Công ty Cổ phầnĐầu tư Thành Thành Công,Cổ đông lớn,Chi phí lãi vay,-,103.274.574,,,,103274574.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Hoàn ứng trước,-,23.713.818.118,,,,23713818118.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Ứng trước,-,17.188.122.632,,,,17188122632.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Mua hàng hóa,-,15.701.509.171,,,,15701509171.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Cung cấp dịch vụ,3.408.382.398,1.945.813.636,,,3408382398.0,1945813636.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Trả nợ gốc vay,-,708.838.067,,,,708838067.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Cho vay,-,616.666.659,,,,616666659.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Chi phí lãi vay,-,246.192.285,,,,246192285.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Lãi cho vay,-,48.076.394,,,,48076394.0
Ông Trần Lam Thông,Ông Trần Lam Thông,Ông Trần Lam Thông,Bên liên quan,Phạt,-,457.700,,,,457700.0
Ông Nguyễn Đăng Thanh,Ông Nguyễn Đăng Thanh,Ông Nguyễn Đăng Thanh,Chủ tịch đến ngày 29 tháng 6 năm 2020,Trả nợ gốc vay,-,8.750.000.000,,,,8750000000.0
Ông Nguyễn Đăng Thanh,Ông Nguyễn Đăng Thanh,Ông Nguyễn Đăng Thanh,Chủ tịch đến ngày 29 tháng 6 năm 2020,Chi phí lãi vay,-,437.106.166,,,,437106166.0
