row_label_raw,row_label_full,Đầu tư vào công ty liên kết (Thuyết minh số 18.1) > Đầu tư dài hạn khác (Thuyết minh số 18.2),Số cuối năm > 114.893.304.688 > 755.519.262.584,VND Số đầu năm > 157.583.462.793 > 572.486.587.584,numeric__Số cuối năm > 114.893.304.688 > 755.519.262.584,numeric__VND Số đầu năm > 157.583.462.793 > 572.486.587.584
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,870.412.567.272,730.070.050.377,870412567272.0,730070050377.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(591.543.980),(158.129.458),-591543980.0,-158129458.0
GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,869.821.023.292,729.911.920.919,869821023292.0,729911920919.0
