row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công tyliên kết,Cho vayThu hồi cho vayLãi cho vayVayBán hàng hóa và dịch vụThanh lý JamonaHeightsMua hàng hóa và dịch vụChi phí lãi vayCổ tức phải trảThanh lý tài sảnThu nhập tửHĐHTKD,1.494.939.000.0001.590.623.250.00085.959.730.997-7.663.282.061,1.052.254.200.0001.079.607.500.000116.926.076.83758.063.752.7449.661.219.9065.200.000.0004.270.976.400-1.312.399.891-88.851.000-1.600.000,,,,
Công ty TNHHMTV Dịch vụ Bấtdộng sản MinhAnh,Công ty Cổ phầnMay Tiến Phát > Công ty TNHHMTV Dịch vụ Bấtdộng sản MinhAnh,Công ty TNHHMTV Dịch vụ Bấtdộng sản MinhAnh,Bên liên quan,Mua hàng hóaBán dịch vụ,-216.198.600,55.704.384.089297.765.714,,,-216198600.0,5.5704384089297764e+19
Bà Huỳnh ThảoLinh,Công ty Cổ phầnMay Tiến Phát > Bà Huỳnh ThảoLinh,Bà Huỳnh ThảoLinh,Bên liên quan,Hoàn ứngTạm ứngBán hàng hóaThu nhập lãi chovayChi phí lãi vayTrả gốc vayThanh lý khoảnđầu tư,--25.287.617.6403.705.384.104200.136.98625.000.000.00023.613.323.611,1.393.264.693860.000.000--,,,2.528761764037054e+51,
Công ty Cổ phầnKhu Côngnghiệp ThànhThành Công,Công ty Cổ phầnMay Tiến Phát > Công ty Cổ phầnKhu Côngnghiệp ThànhThành Công,Công ty Cổ phầnKhu Côngnghiệp ThànhThành Công,Đầu tư khác,Mua cổ phầnTrả nợ vayVayChi phí lãi vayDịch vụ môi giớiMua hàng hòavà dịch vụThu nhập từcổ tức,--6.593.20629.291.202.000,286.195.680.00044.000.000.00014.000.000.0001.070.268.4911.017.879.6756.928.455,,,6.59320629291202e+17,2.8619568000044e+60
Ông NguyễnHữu Đạt,Công ty Cổ phầnMay Tiến Phát > Ông NguyễnHữu Đạt,Ông NguyễnHữu Đạt,Bên liên quan,Ứng trướcHòa tạm ứngChi phí lãi vay,--,21.625.907.5958.359.733.99810.494.247,,,,2.1625907595835975e+28
