row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),Phải thu khác (tiếp theo),,,,
Công ty Cổ phần Đầu tư SVG,Phải thu khác (tiếp theo) > Công ty Cổ phần Đầu tư SVG,Công ty Cổ phần Đầu tư SVG,Công ty liên kết,Khác,20.000.000,20.000.000,,,20000000.0,20000000.0
Ông Đặng Hồng Anh,Phải thu khác (tiếp theo) > Ông Đặng Hồng Anh,Ông Đặng Hồng Anh,Cổ đông lớn,Tạm ứng,-,11.717.230,,,,11717230.0
Công ty Cổ phần Bao bì - Kho bãi Bình Tây,Phải thu khác (tiếp theo) > Công ty Cổ phần Bao bì - Kho bãi Bình Tây,Công ty Cổ phần Bao bì - Kho bãi Bình Tây,Bên liên quan,Khác,50.000.000,-,,,50000000.0,
Nguyễn Thủy Vân,Phải thu khác (tiếp theo) > Nguyễn Thủy Vân,Nguyễn Thủy Vân,Bên liên quan,Khác,34.481.720.073,-,,,34481720073.0,
