row_label_raw,row_label_full,col_0,Số suối năm,VND Sô đầu năm,numeric__Số suối năm,numeric__VND Sô đầu năm
Phải trả bên khác,Phải trả bên khác,Phải trả bên khác,1.348.449.453.789,878.618.807.798,1348449453789.0,878618807798.0
- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),358.512.000.000,358.512.000.000,358512000000.0,358512000000.0
- Khác (ii),- Khác (ii),- Khác (ii),989.937.453.789,520.106.807.798,989937453789.0,520106807798.0
Phải trả bên liên quan (Thuyết minh số 36),Phải trả bên liên quan (Thuyết minh số 36),Phải trả bên liên quan (Thuyết minh số 36),7.109.026.406,10.835.000,7109026406.0,10835000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.355.558.480.195,878.629.642.798,1355558480195.0,878629642798.0
