row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,4.764.371.280.314,6.522.051.201.191,,,4764371280314.0,6522051201191.0
310,310,310,I. Nợ ngắn hạn,,3.438.051.200.150,4.537.561.743.613,,,3438051200150.0,4537561743613.0
311,311,311,1. Phải trả người bán ngắn hạn,20,85.149.670.637,105.471.053.936,,20.0,85149670637.0,105471053936.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21,1.355.558.480.195,878.629.642.798,,21.0,1355558480195.0,878629642798.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,143.610.672.116,66.312.648.570,,22.0,143610672116.0,66312648570.0
314,314,314,4. Phải trả người lao động,,1.335.486.470,1.392.554.053,,,1335486470.0,1392554053.0
315,315,315,5. Chi phí phải trả ngắn hạn,23,368.653.201.923,316.527.377.807,,23.0,368653201923.0,316527377807.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,42.075.977.370,30.268.727.553,,24.0,42075977370.0,30268727553.0
319,319,319,7. Phải trả ngắn hạn khác,25,619.214.366.290,1.724.439.233.907,,25.0,619214366290.0,1724439233907.0
320,320,320,8. Vay ngắn hạn,26,788.219.626.607,1.384.894.542.498,,26.0,788219626607.0,1384894542498.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",29,34.233.718.542,29.625.962.491,,29.0,34233718542.0,29625962491.0
330,330,330,II. Nợ dài hạn,,1.326.320.080.164,1.984.489.457.578,,,1326320080164.0,1984489457578.0
333,333,333,1. Chi phí phải trả dài hạn,23,133.063.083.199,134.666.390.880,,23.0,133063083199.0,134666390880.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,24,14.267.606.057,50.086.494.049,,24.0,14267606057.0,50086494049.0
337,337,337,3. Phải trả dài hạn khác,25,301.984.214.034,300.423.791.658,,25.0,301984214034.0,300423791658.0
338,338,338,4. Vay và nợ dài hạn,26,777.851.644.675,1.401.109.107.691,,26.0,777851644675.0,1401109107691.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,35.3,99.153.532.199,98.203.673.300,,353.0,99153532199.0,98203673300.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.032.891.794.993,4.891.625.506.155,,,5032891794993.0,4891625506155.0
410,410,410,I. Vốn chủ sở hữu,,5.032.891.794.993,4.891.625.506.155,,,5032891794993.0,4891625506155.0
411,411,411,1. Vốn cổ phần,27,3.663.563.030.000,3.663.563.030.000,,27.0,3663563030000.0,3663563030000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.663.563.030.000,3.663.563.030.000,,,3663563030000.0,3663563030000.0
412,412,412,2. Thắng dư vốn cổ phần,27,333.257.781.211,333.257.781.211,,27.0,333257781211.0,333257781211.0
418,418,418,3. Quỹ đầu tư phát triển,27,150.121.777.502,144.639.920.686,,27.0,150121777502.0,144639920686.0
420,420,420,4. Quỹ khác thuộc vốn chủ sở hữu,27,24.890.292.522,24.890.292.522,,27.0,24890292522.0,24890292522.0
421,421,421,5. Lợi nhuận sau thuế chưa phân phối,27,661.111.130.027,497.108.586.920,,27.0,661111130027.0,497108586920.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,473.970.795.076,308.417.397.503,,,473970795076.0,308417397503.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối trong năm,,187.140.334.951,188.691.189.417,,,187140334951.0,188691189417.0
429,429,429,6. Lợi ích cổ đông không kiểm soát,28,199.947.783.731,228.165.894.816,,28.0,199947783731.0,228165894816.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,9.797.263.075.307,11.413.676.707.346,,,9797263075307.0,11413676707346.0
