row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,114.334.980.080,85.000.693.034,114334980080.0,85000693034.0
Chi phí môi giới,Chi phí môi giới,Chi phí môi giới,89.204.171.019,14.628.617.140,89204171019.0,14628617140.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,8.538.649.666,9.309.519.087,8538649666.0,9309519087.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,4.958.899.852,52.176.228.227,4958899852.0,52176228227.0
Khác,Khác,Khác,11.633.259.543,8.886.328.580,11633259543.0,8886328580.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,89.318.529.160,93.282.416.274,89318529160.0,93282416274.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,34.457.492.540,21.465.309.165,34457492540.0,21465309165.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,28.330.921.836,31.552.014.895,28330921836.0,31552014895.0
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,13.484.123.239,13.484.123.239,13484123239.0,13484123239.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,6.081.091.584,5.567.471.800,6081091584.0,5567471800.0
Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,Chi phí thiết bị văn phòng,1.366.853.387,1.249.614.795,1366853387.0,1249614795.0
Khác,Khác,Khác,5.598.046.574,19.963.882.380,5598046574.0,19963882380.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,203.653.509.240,178.283.109.308,203653509240.0,178283109308.0
