row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,30.1,1.692.449.709.553,923.675.078.177,,301.0,1692449709553.0,923675078177.0
02,02,02,2. Các khoản giảm trừ doanh thu,30.1,(9.265.591.533),(5.519.883.332),,301.0,-9265591533.0,-5519883332.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,30.1,1.683.184.118.020,918.155.194.845,,301.0,1683184118020.0,918155194845.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,31,(1.370.754.412.138),(1.225.874.976.003),,31.0,-1370754412138.0,-1225874976003.0
20,20,20,5. Lợi nhuận (lỗ) gộp về bán hàng và cung cấp dịch vụ,,312.429.705.882,(307.719.781.158),,,312429705882.0,-307719781158.0
21,21,21,6. Doanh thu hoạt động tài chính,30.2,515.806.002.857,850.108.898.939,,302.0,515806002857.0,850108898939.0
22,22,22,7. Chi phí hoạt động tài chính Trong đó: Chi phí lãi vay,33,(407.659.106.702) (344.772.969.729),(254.290.963.358) (240.949.570.933),,33.0,,
23,23,23,7. Chi phí hoạt động tài chính Trong đó: Chi phí lãi vay,33,(407.659.106.702) (344.772.969.729),(254.290.963.358) (240.949.570.933),,33.0,,
24,24,24,8. Phần lãi (lỗ) trong công ty liên kết,18.1,15.737.135.324,(7.262.212.450),,181.0,15737135324.0,-7262212450.0
25,25,25,9. Chi phí bán hàng,32,(114.334.980.080),(85.000.693.034),,32.0,-114334980080.0,-85000693034.0
26,26,26,10. Chi phí quản lý doanh nghiệp,32,(89.318.529.160),(93.282.416.274),,32.0,-89318529160.0,-93282416274.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,232.660.228.121,102.552.832.665,,,232660228121.0,102552832665.0
31,31,31,12. Thu nhập khác,34,33.025.796.166,108.193.586.132,,34.0,33025796166.0,108193586132.0
32,32,32,13. Chi phí khác,34,(23.649.058.451),(6.198.509.723),,34.0,-23649058451.0,-6198509723.0
40,40,40,14. Lợi nhuận khác,,9.376.737.715,101.995.076.409,,,9376737715.0,101995076409.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế TNDN,,242.036.965.836,204.547.909.074,,,242036965836.0,204547909074.0
51,51,51,16. (Chi phí) thu nhập thuế TNDN hiện hành,35.1,(49.401.666.414),2.797.744.802,,351.0,-49401666414.0,2797744802.0
52,52,52,17. Thu nhập (chi phí) thuế TNDN hoãn lại,35.3,1.570.444.115,(13.047.079.346),,353.0,1570444115.0,-13047079346.0
