row_label_raw,row_label_full,Ông Mai Hữu Tín,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Ông Vũ Xuân Dương,Phó Chủ tịch,,,
Ông Nguyễn Trong Hiếu,Ông Nguyễn Trong Hiếu,Ông Nguyễn Trong Hiếu,Thành viên,,,
Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Ông Võ Quốc Lợi,Thành viên,,,
Ông Dương Quốc Nam,Ông Dương Quốc Nam,Ông Dương Quốc Nam,Thành viên,bỗ nhiệm ngày 27 tháng 4 năm 2020,,
Ông Lê Văn Minh,Ông Lê Văn Minh,Ông Lê Văn Minh,Thành viên,từ nhiệm ngày 27 tháng 4 năm 2020,,
