row_label_raw,row_label_full,Quá hạn thanh toán từ 6 tháng đến dưới 1 năm > Quá hạn thanh toán từ 1 năm đến dưới 2 năm > Quá hạn thanh toán từ 2 năm đến dưới 3 năm,Số cuối năm > Giá gốc > 137.615.802 > 1.000.851.105 > 2.383.612.635,Số cuối năm > Dự phòng > (41.284.741) > (500.425.552) > (1.668.528.845),Số cuối năm > Giá trị có thể thu hồi ước tính > 96.331.061 > 500.425.553 > 715.083.790,Số đầu năm > Giá gốc > 977.554.847 > 3.910.860.725 > -,Số đầu năm > Dự phòng > (293.266.454) > (1.955.430.363) > -,Số đầu năm > Giá trị có thể thu hồi ước tính > 684.288.393 > 1.955.430.362 > -,numeric__Số cuối năm > Giá gốc > 137.615.802 > 1.000.851.105 > 2.383.612.635,numeric__Số cuối năm > Dự phòng > (41.284.741) > (500.425.552) > (1.668.528.845),numeric__Số cuối năm > Giá trị có thể thu hồi ước tính > 96.331.061 > 500.425.553 > 715.083.790,numeric__Số đầu năm > Giá gốc > 977.554.847 > 3.910.860.725 > -,numeric__Số đầu năm > Dự phòng > (293.266.454) > (1.955.430.363) > -,numeric__Số đầu năm > Giá trị có thể thu hồi ước tính > 684.288.393 > 1.955.430.362 > -
Khả năng thu hồi thấp,Khả năng thu hồi thấp,Khả năng thu hồi thấp,855.340.144.119,(855.340.144.119),-,826.993.120.841,(826.993.120.841),-,855340144119.0,-855340144119.0,,826993120841.0,-826993120841.0,
"- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.","- Ashley Furniture Industries, Inc.",64.874.410.500,(64.874.410.500),-,64.874.410.500,(64.874.410.500),-,64874410500.0,-64874410500.0,,64874410500.0,-64874410500.0,
- GME - Sanitaires Et Materiaux – Lapeyre,- GME - Sanitaires Et Materiaux – Lapeyre,- GME - Sanitaires Et Materiaux – Lapeyre,53.068.668.227,(53.068.668.227),-,53.068.668.227,(53.068.668.227),-,53068668227.0,-53068668227.0,,53068668227.0,-53068668227.0,
- Pier 1 imports (us) Inl,- Pier 1 imports (us) Inl,- Pier 1 imports (us) Inl,54.356.052.101,(54.356.052.101),-,54.356.052.101,(54.356.052.101),-,54356052101.0,-54356052101.0,,54356052101.0,-54356052101.0,
- Alexanser Rose Limited,- Alexanser Rose Limited,- Alexanser Rose Limited,34.128.500.895,(34.128.500.895),-,34.128.500.895,(34.128.500.895),-,34128500895.0,-34128500895.0,,34128500895.0,-34128500895.0,
- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,- Công ty TNHH Thương mại và Dịch vụ Lâm nghiệp Minh Hoàng,13.554.634.867,(13.554.634.867),-,13.554.634.867,(13.554.634.867),-,13554634867.0,-13554634867.0,,13554634867.0,-13554634867.0,
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,635.357.877.529,(635.357.877.529),-,607.010.854.251,(607.010.854.251),-,635357877529.0,-635357877529.0,,607010854251.0,-607010854251.0,
TỔNG CÔNG,TỔNG CÔNG,TỔNG CÔNG,858.862.223.661,(857.550.383.257),1.311.840.404,831.881.536.413,(829.241.817.658),2.639.718.755,858862223661.0,-857550383257.0,1311840404.0,831881536413.0,-829241817658.0,2639718755.0
