row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,382.761.582.454,356.118.472.454,382761582454.0,356118472454.0
Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),327.942.232.147,306.299.122.147,327942232147.0,306299122147.0
Cho các bên khác vay,Cho các bên khác vay,Cho các bên khác vay,54.819.350.307,49.819.350.307,54819350307.0,49819350307.0
"- Công ty TNHH Xây dựng vàThương mại DLC (""DLC"")","- Công ty TNHH Xây dựng vàThương mại DLC (""DLC"")","- Công ty TNHH Xây dựng vàThương mại DLC (""DLC"")",35.675.832.377,35.675.832.377,35675832377.0,35675832377.0
- Công ty TNHH Xây Dụng Đồng Long,- Công ty TNHH Xây Dụng Đồng Long,- Công ty TNHH Xây Dụng Đồng Long,14.143.517.930,14.143.517.930,14143517930.0,14143517930.0
- Công ty Cổ phần Nông Lâm Công NghiệpTrường An,- Công ty Cổ phần Nông Lâm Công NghiệpTrường An,- Công ty Cổ phần Nông Lâm Công NghiệpTrường An,5.000.000.000,-,5000000000.0,
Dài hạn,Dài hạn,Dài hạn,9.107.358.000,30.200.148.000,9107358000.0,30200148000.0
Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),Cho vay các bên liên quan (TM số 31) (*),9.107.358.000,30.200.148.000,9107358000.0,30200148000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,391.868.940.454,386.318.620.454,391868940454.0,386318620454.0
Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,Dự phòng phải thu cho vay khó đòi,(265.207.839.089),(239.149.642.884),-265207839089.0,-239149642884.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,126.661.101.365,147.168.977.570,126661101365.0,147168977570.0
