row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận (lỗ) kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn(Hoàn nhập) trích lập các khoản dự phòng(Lãi) lỗ chênh lệch tỷ giá hối đoáiLãi từ hoạt động đầu tưChi phí lãi vay,"13, 1426",5.614.171.82915.653.460.268(197.176.335.114)1.124.937.125(66.205.343.716)106.268.765.277,(963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)108.588.545.967,,,,
02,02,02,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận (lỗ) kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn(Hoàn nhập) trích lập các khoản dự phòng(Lãi) lỗ chênh lệch tỷ giá hối đoáiLãi từ hoạt động đầu tưChi phí lãi vay,"13, 1426",5.614.171.82915.653.460.268(197.176.335.114)1.124.937.125(66.205.343.716)106.268.765.277,(963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)108.588.545.967,,,,
03,03,03,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận (lỗ) kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn(Hoàn nhập) trích lập các khoản dự phòng(Lãi) lỗ chênh lệch tỷ giá hối đoáiLãi từ hoạt động đầu tưChi phí lãi vay,"13, 1426",5.614.171.82915.653.460.268(197.176.335.114)1.124.937.125(66.205.343.716)106.268.765.277,(963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)108.588.545.967,,,,
04,04,04,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận (lỗ) kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn(Hoàn nhập) trích lập các khoản dự phòng(Lãi) lỗ chênh lệch tỷ giá hối đoáiLãi từ hoạt động đầu tưChi phí lãi vay,"13, 1426",5.614.171.82915.653.460.268(197.176.335.114)1.124.937.125(66.205.343.716)106.268.765.277,(963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)108.588.545.967,,,,
05,05,05,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận (lỗ) kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn(Hoàn nhập) trích lập các khoản dự phòng(Lãi) lỗ chênh lệch tỷ giá hối đoáiLãi từ hoạt động đầu tưChi phí lãi vay,"13, 1426",5.614.171.82915.653.460.268(197.176.335.114)1.124.937.125(66.205.343.716)106.268.765.277,(963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)108.588.545.967,,,,
06,06,06,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận (lỗ) kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòn(Hoàn nhập) trích lập các khoản dự phòng(Lãi) lỗ chênh lệch tỷ giá hối đoáiLãi từ hoạt động đầu tưChi phí lãi vay,"13, 1426",5.614.171.82915.653.460.268(197.176.335.114)1.124.937.125(66.205.343.716)106.268.765.277,(963.025.621.017)78.639.741.373559.538.999.415(316.167.956)(17.077.171.558)108.588.545.967,,,,
08,08,08,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,(134.720.344.331)48.277.380.92364.971.909.006(99.992.984.218)(5.986.672.657)-,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519(383.282.516)-(300.000),,,,
09,09,09,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,(134.720.344.331)48.277.380.92364.971.909.006(99.992.984.218)(5.986.672.657)-,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519(383.282.516)-(300.000),,,,
10,10,10,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,(134.720.344.331)48.277.380.92364.971.909.006(99.992.984.218)(5.986.672.657)-,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519(383.282.516)-(300.000),,,,
11,11,11,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,(134.720.344.331)48.277.380.92364.971.909.006(99.992.984.218)(5.986.672.657)-,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519(383.282.516)-(300.000),,,,
12,12,12,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,(134.720.344.331)48.277.380.92364.971.909.006(99.992.984.218)(5.986.672.657)-,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519(383.282.516)-(300.000),,,,
15,15,15,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,(134.720.344.331)48.277.380.92364.971.909.006(99.992.984.218)(5.986.672.657)-,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519(383.282.516)-(300.000),,,,
17,17,17,Lỗ từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thuGiảm (tăng) hàng tồn khoGiảm các khoản phải trả(Tăng) giảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,(134.720.344.331)48.277.380.92364.971.909.006(99.992.984.218)(5.986.672.657)-,(233.651.673.776)387.234.141.168(15.320.475.381)(124.446.601.856)502.929.519(383.282.516)-(300.000),,,,
20,17 > 20,20,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanh,,(127.450.711.277),13.934.737.158,,,-127450711277.0,13934737158.0
"II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm, xây dựng tài sản cố định (""TSCĐ"")Tiền thu từ thanh lý TSCĐTiền chi cho vay và gửi ngân hàng có kỳ hạnThu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vayTiền chi đầu tư góp vốn vào đơn vị khácTiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khácTiền thu lãi tiền gửi và cho vay","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm, xây dựng tài sản cố định (""TSCĐ"")Tiền thu từ thanh lý TSCĐTiền chi cho vay và gửi ngân hàng có kỳ hạnThu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vayTiền chi đầu tư góp vốn vào đơn vị khácTiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khácTiền thu lãi tiền gửi và cho vay","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯTiền chi để mua sắm, xây dựng tài sản cố định (""TSCĐ"")Tiền thu từ thanh lý TSCĐTiền chi cho vay và gửi ngân hàng có kỳ hạnThu hồi tiền gửi ngân hàng có kỳ hạn và tiền cho vayTiền chi đầu tư góp vốn vào đơn vị khácTiền thu hồi từ bán các khoản đầu tư góp vốn vào đơn vị khácTiền thu lãi tiền gửi và cho vay",,,(84.295.451.835)7.133.705.415(116.988.106.719)250.958.359.913(34.800.000.000)17.501.124.22611.181.082.991,(64.310.618.240)-(133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,,,,
21,21,21,,,(84.295.451.835)7.133.705.415(116.988.106.719)250.958.359.913(34.800.000.000)17.501.124.22611.181.082.991,(64.310.618.240)-(133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,,,,
22,22,22,,,(84.295.451.835)7.133.705.415(116.988.106.719)250.958.359.913(34.800.000.000)17.501.124.22611.181.082.991,(64.310.618.240)-(133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,,,,
23,23,23,,,(84.295.451.835)7.133.705.415(116.988.106.719)250.958.359.913(34.800.000.000)17.501.124.22611.181.082.991,(64.310.618.240)-(133.530.137.958)101.485.620.303(8.280.000.000)7.000.000.00011.899.269.249,,,,
