row_label_raw,row_label_full,Công nợ tài chính,31/12/2022,01/01/2022,numeric__31/12/2022,numeric__01/01/2022
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,VND,VND,,
Các khoản vay,Công nợ tài chính > Các khoản vay,Các khoản vay,1.165.262.703.613,1.747.039.183.425,1165262703613.0,1747039183425.0
Trừ: Tiền và các khoản tương đương tiền,Công nợ tài chính > Trừ: Tiền và các khoản tương đương tiền,Trừ: Tiền và các khoản tương đương tiền,407.902.279.191,319.051.369.169,407902279191.0,319051369169.0
Nợ thuần,Công nợ tài chính > Nợ thuần,Nợ thuần,757.360.424.422,1.427.987.814.256,757360424422.0,1427987814256.0
Vốn chủ sở hữu,Công nợ tài chính > Vốn chủ sở hữu,Vốn chủ sở hữu,3.719.154.879.804,3.534.352.256.375,3719154879804.0,3534352256375.0
Tỷ lệ nợ trên vốn chủ sở hữu,Công nợ tài chính > Tỷ lệ nợ trên vốn chủ sở hữu,Tỷ lệ nợ trên vốn chủ sở hữu,20%,40%,0.2,0.4
