row_label_raw,row_label_full,"CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_1","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_2","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_3","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_4",BẢO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 -DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo),BẢO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 -DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_1,"numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_1","numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_2","numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_3","numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_4",numeric__BẢO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 -DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo),numeric__BẢO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 -DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo)_1
"8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình","8. Tăng, giảm Tài sản cố định vô hình",,,,,,
Khoản mục,Khoản mục,Khoản mục,Quyền sử dụng đất,Phần mềm máy vi tính,"Nhăn hiệu, tên thương mại","Bản quyền, bằng sáng chế",Đơn vị tính: VND Cộng,Đơn vị tính: VND Cộng,,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,,,,,,,,,,,,
Số dư ngày 01/01/2022,Nguyên giá > Số dư ngày 01/01/2022,Số dư ngày 01/01/2022,43.993.024.285,21.181.057.574,267.227.596,208.518.000,65.649.827.455,65.649.827.455,43993024285.0,21181057574.0,267227596.0,208518000.0,65649827455.0,65649827455.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,2.818.647.281,-,-,2.818.647.281,2.818.647.281,,2818647281.0,,,2818647281.0,2818647281.0
Số dư ngày 31/12/2022,Nguyên giá > Số dư ngày 31/12/2022,Số dư ngày 31/12/2022,43.993.024.285,23.999.704.855,267.227.596,208.518.000,68.468.474.736,68.468.474.736,43993024285.0,23999704855.0,267227596.0,208518000.0,68468474736.0,68468474736.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,,,,,,,,,,
Số dư ngày 01/01/2022,Giá trị hao mòn luỹ kế > Số dư ngày 01/01/2022,Số dư ngày 01/01/2022,3.427.671.935,12.140.098.338,267.227.596,184.098.320,16.019.096.189,16.019.096.189,3427671935.0,12140098338.0,267227596.0,184098320.0,16019096189.0,16019096189.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,951.251.168,3.320.042.816,-,24.419.680,4.295.713.664,4.295.713.664,951251168.0,3320042816.0,,24419680.0,4295713664.0,4295713664.0
Số dư ngày 31/12/2022,Giá trị hao mòn luỹ kế > Số dư ngày 31/12/2022,Số dư ngày 31/12/2022,4.378.923.103,15.460.141.154,267.227.596,208.518.000,20.314.809.853,20.314.809.853,4378923103.0,15460141154.0,267227596.0,208518000.0,20314809853.0,20314809853.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,,,,,,,
Tại ngày 01/01/2022,Giá trị còn lại > Tại ngày 01/01/2022,Tại ngày 01/01/2022,40.565.352.350,9.040.959.236,-,24.419.680,49.630.731.266,49.630.731.266,40565352350.0,9040959236.0,,24419680.0,49630731266.0,49630731266.0
Tại ngày 31/12/2022,Giá trị còn lại > Tại ngày 31/12/2022,Tại ngày 31/12/2022,39.614.101.182,8.539.563.701,-,-,48.153.664.883,48.153.664.883,39614101182.0,8539563701.0,,,48153664883.0,48153664883.0
- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,- Nguyên giá TSCĐ cuối năm đã khấu hao hết nhưng vẫn còn sử dụng với giá trị là 2.259.471.346 VND,,,,,,
