row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Công ty CP Xây dựng và Thương mại Vạn Phát,Ngắn hạn > Công ty CP Xây dựng và Thương mại Vạn Phát,Công ty CP Xây dựng và Thương mại Vạn Phát,24.451.494.272,(6.239.459.779),28.451.494.272,(4.943.675.868),24451494272.0,-6239459779.0,28451494272.0,-4943675868.0
Công ty TNHH Đầu tư và Phát triển Phạm Gia,Ngắn hạn > Công ty TNHH Đầu tư và Phát triển Phạm Gia,Công ty TNHH Đầu tư và Phát triển Phạm Gia,19.800.000.000,-,-,-,19800000000.0,,,
Công ty TNHH Thương mại và Kinh doanh Nguyễn Gia,Ngắn hạn > Công ty TNHH Thương mại và Kinh doanh Nguyễn Gia,Công ty TNHH Thương mại và Kinh doanh Nguyễn Gia,19.800.000.000,-,-,-,19800000000.0,,,
Công ty CP Phát triển Phú Gia Việt Nam,Ngắn hạn > Công ty CP Phát triển Phú Gia Việt Nam,Công ty CP Phát triển Phú Gia Việt Nam,27.000.000.000,-,-,-,27000000000.0,,,
Công ty CP Trường An Phú Quốc,Ngắn hạn > Công ty CP Trường An Phú Quốc,Công ty CP Trường An Phú Quốc,33.000.000.000,-,-,-,33000000000.0,,,
Công ty CP Đầu tư Sắc màu Nhiệt đối,Ngắn hạn > Công ty CP Đầu tư Sắc màu Nhiệt đối,Công ty CP Đầu tư Sắc màu Nhiệt đối,93.000.000.000,-,280.000.000.000,-,93000000000.0,,280000000000.0,
Công ty CP Khách sạn An Thịnh Phát,Ngắn hạn > Công ty CP Khách sạn An Thịnh Phát,Công ty CP Khách sạn An Thịnh Phát,19.228.860.000,(14.240.940.000),19.228.860.000,(14.240.940.000),19228860000.0,-14240940000.0,19228860000.0,-14240940000.0
Các đối tượng khác,Ngắn hạn > Các đối tượng khác,Các đối tượng khác,537.523.376.219,(23.473.054.339),348.683.446.818,(24.831.014.155),537523376219.0,-23473054339.0,348683446818.0,-24831014155.0
Cộng,Ngắn hạn > Cộng,Cộng,773.803.730.491,(43.953.454.118),676.363.801.090,(44.015.630.023),773803730491.0,-43953454118.0,676363801090.0,-44015630023.0
