row_label_raw,row_label_full,col_0,Giá gốc,Dự phòng,Giá gốc_1,Dự phòng_1,numeric__Giá gốc,numeric__Dự phòng,numeric__Giá gốc_1,numeric__Dự phòng_1
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",90.588.755.619,-,58.392.512.359,-,90588755619.0,,58392512359.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",553.847.572,-,1.375.170.790,-,553847572.0,,1375170790.0,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),1.372.280.498.494,-,542.776.893.912,-,1372280498494.0,,542776893912.0,
Hàng hóa,Hàng hóa,Hàng hóa,4.239.938.677,-,4.163.039.813,-,4239938677.0,,4163039813.0,
Cộng,Cộng,Cộng,1.467.663.040.362,-,606.707.616.874,-,1467663040362.0,,606707616874.0,
