row_label_raw,row_label_full,Khoản mục,01/01/2022,Tăng trong năm,Giảm trong năm,Đơn vị tính: VND31/12/2022,numeric__01/01/2022,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Đơn vị tính: VND31/12/2022
Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,,,,
Nguyên giá,Bắt động sản đầu tư cho thuê > Nguyên giá,Nguyên giá,826.681.837.983,-,93.607.369.293,733.074.468.690,826681837983.0,,93607369293.0,733074468690.0
- Quyền sử dụng đất,Bắt động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,111.867.852.785,-,24.760.367.200,87.107.485.585,111867852785.0,,24760367200.0,87107485585.0
- Nhà cửa vật kiến trúc,Bắt động sản đầu tư cho thuê > - Nhà cửa vật kiến trúc,- Nhà cửa vật kiến trúc,714.813.985.198,-,68.847.002.093,645.966.983.105,714813985198.0,,68847002093.0,645966983105.0
Giá trị hao mòn luỹ kế,Bắt động sản đầu tư cho thuê > Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,91.724.844.980,18.967.620.223,8.537.700.813,102.154.764.390,91724844980.0,18967620223.0,8537700813.0,102154764390.0
- Quyền sử dụng đất,Bắt động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,7.433.182.544,11.450.422.204,6.407.946.384,12.475.658.364,7433182544.0,11450422204.0,6407946384.0,12475658364.0
- Nhà cửa vật kiến trúc,Bắt động sản đầu tư cho thuê > - Nhà cửa vật kiến trúc,- Nhà cửa vật kiến trúc,84.291.662.436,7.517.198.019,2.129.754.429,89.679.106.026,84291662436.0,7517198019.0,2129754429.0,89679106026.0
Giá trị còn lại,Bắt động sản đầu tư cho thuê > Giá trị còn lại,Giá trị còn lại,734.956.993.003,,,630.919.704.300,734956993003.0,,,630919704300.0
- Quyền sử dụng đất,Bắt động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,104.434.670.241,,,74.631.827.221,104434670241.0,,,74631827221.0
- Nhà cửa vật kiến trúc,Bắt động sản đầu tư cho thuê > - Nhà cửa vật kiến trúc,- Nhà cửa vật kiến trúc,630.522.322.762,,,556.287.877.079,630522322762.0,,,556287877079.0
