row_label_raw,row_label_full,31/12/2022,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,numeric__Dưới 1 năm VND,numeric__Từ 1-5 năm VND,numeric__Tổng cộng VND
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,646.906.516.598,37.449.554.549,684.356.071.147,646906516598.0,37449554549.0,684356071147.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,194.909.460.088,190.774.481.144,385.683.941.232,194909460088.0,190774481144.0,385683941232.0
Các khoản vay,Các khoản vay,Các khoản vay,747.700.454.064,417.562.249.549,1.165.262.703.613,747700454064.0,417562249549.0,1165262703613.0
,,,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,,,
01/01/2022,01/01/2022,01/01/2022,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,,,
Phải trả người bán và phải trả khác,01/01/2022 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,479.692.300.177,40.259.562.487,519.951.862.664,479692300177.0,40259562487.0,519951862664.0
Chi phí phải trả,01/01/2022 > Chi phí phải trả,Chi phí phải trả,407.746.287.862,121.674.991.135,529.421.278.997,407746287862.0,121674991135.0,529421278997.0
Các khoản vay,01/01/2022 > Các khoản vay,Các khoản vay,840.748.053.800,906.291.129.625,1.747.039.183.425,840748053800.0,906291129625.0,1747039183425.0
