row_label_raw,row_label_full,"CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính_1","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > 31/12/2022 > Giá trị","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > 31/12/2022 > Số có khả năng trả nợ","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > Trong năm > Tăng","CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > Trong năm > Giảm",BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 - DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > Đơn vị tính: VND > 01/01/2022 > Giá trị,BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 - DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > Đơn vị tính: VND > 01/01/2022 > Số có khả năng trả nợ,"numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính_1","numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > 31/12/2022 > Giá trị","numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > 31/12/2022 > Số có khả năng trả nợ","numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > Trong năm > Tăng","numeric__CÔNG TY CỔ PHẦN TẬP ĐOÀN C.E.OĐịa chỉ: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, Quận Nam Từ Liêm, thành phố Hà Nội > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > 17. Vay và nợ thuê tài chính > Trong năm > Giảm",numeric__BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 - DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > Đơn vị tính: VND > 01/01/2022 > Giá trị,numeric__BÁO CÁO TÀI CHÍNH HỢP NHẤTCho năm tài chính kết thúc ngày 31/12/2022Mẫu số B 09 - DN/HN > BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với Báo cáo tài chính hợp nhất kèm theo) > Đơn vị tính: VND > 01/01/2022 > Số có khả năng trả nợ
a),a),a),Vay và nợ thuê tài chính ngắn hạn,747.700.454.064,747.700.454.064,3.012.778.458.359,3.105.826.058.095,840.748.053.800,840.748.053.800,,747700454064.0,747700454064.0,3012778458359.0,3105826058095.0,840748053800.0,840748053800.0
a),a),a),Vay ngắn hạn,150.300.000.000,150.300.000.000,2.581.503.908.249,2.553.906.308.249,122.702.400.000,122.702.400.000,,150300000000.0,150300000000.0,2581503908249.0,2553906308249.0,122702400000.0,122702400000.0
a),a),a),Phòng giao dịch Ngân hàng chính sách xã hội thành phố Phú Quốc (1),-,-,529.200.000,1.881.600.000,1.352.400.000,1.352.400.000,,,,529200000.0,1881600000.0,1352400000.0,1352400000.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (2),140.300.000.000,140.300.000.000,2.566.974.708.249,2.427.524.708.249,850.000.000,850.000.000,,140300000000.0,140300000000.0,2566974708249.0,2427524708249.0,850000000.0,850000000.0
a),a),a),Vay các đối tượng khác (3),10.000.000.000,10.000.000.000,14.000.000.000,124.500.000.000,120.500.000.000,120.500.000.000,,10000000000.0,10000000000.0,14000000000.0,124500000000.0,120500000000.0,120500000000.0
a),a),a),Vay dài hạn đến hạn trả,597.400.454.064,597.400.454.064,431.274.550.110,551.919.749.846,718.045.653.800,718.045.653.800,,597400454064.0,597400454064.0,431274550110.0,551919749846.0,718045653800.0,718045653800.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (4),456.878.454.064,456.878.454.064,393.409.118.064,262.414.317.800,325.883.653.800,325.883.653.800,,456878454064.0,456878454064.0,393409118064.0,262414317800.0,325883653800.0,325883653800.0
a),a),a),Ngân hàng TMCP Công thương Việt Nam - CN Thành An (5),134.550.000.000,134.550.000.000,37.865.432.046,289.505.432.046,386.190.000.000,386.190.000.000,,134550000000.0,134550000000.0,37865432046.0,289505432046.0,386190000000.0,386190000000.0
a),a),a),Vay cá nhân (3),5.972.000.000,5.972.000.000,-,-,5.972.000.000,5.972.000.000,,5972000000.0,5972000000.0,,,5972000000.0,5972000000.0
b),b),b),Vay và nợ thuê tài chính dài hạn,417.562.249.549,417.562.249.549,88.021.670.034,576.750.550.110,906.291.129.625,906.291.129.625,,417562249549.0,417562249549.0,88021670034.0,576750550110.0,906291129625.0,906291129625.0
b),b),b),Vay dài hạn,198.012.499.179,198.012.499.179,87.087.667.259,576.750.550.110,687.675.382.030,687.675.382.030,,198012499179.0,198012499179.0,87087667259.0,576750550110.0,687675382030.0,687675382030.0
b),b),b),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (4),198.012.499.179,198.012.499.179,87.087.667.259,538.885.118.064,649.809.949.984,649.809.949.984,,198012499179.0,198012499179.0,87087667259.0,538885118064.0,649809949984.0,649809949984.0
b),b),b),Ngân hàng TMCP Công thương Việt Nam - CN Thành An (5),-,-,-,37.865.432.046,37.865.432.046,37.865.432.046,,,,,37865432046.0,37865432046.0,37865432046.0
b),b),b),Trái phiếu phát hành (c),219.549.750.370,219.549.750.370,934.002.775,-,218.615.747.595,218.615.747.595,,219549750370.0,219549750370.0,934002775.0,,218615747595.0,218615747595.0
b),b),b),Cộng,1.165.262.703.613,1.165.262.703.613,3.100.800.128.393,3.682.576.608.205,1.747.039.183.425,1.747.039.183.425,,1165262703613.0,1165262703613.0,3100800128393.0,3682576608205.0,1747039183425.0,1747039183425.0
