row_label_raw,row_label_full,col_0,col_1,31/12/2022VND,01/01/2022VND,numeric__col_1,numeric__31/12/2022VND,numeric__01/01/2022VND
a),a),a),Ngắn hạn,3.551.318.403,2.881.665.156,,3551318403.0,2881665156.0
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,3.488.352.098,2.777.675.409,,3488352098.0,2777675409.0
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Chung cư Bamboo Garden,62.966.305,94.989.747,,62966305.0,94989747.0
a),a),a),Doanh thu nhận trước về cho thuê mặt bằng quảng cáo,-,9.000.000,,,9000000.0
b),b),b),Dài hạn,208.891.859.207,214.150.622.016,,208891859207.0,214150622016.0
b),b),b),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,75.306.206.774,77.623.320.802,,75306206774.0,77623320802.0
b),b),b),Doanh thu tiền học phí nhận trước,205.200.000,-,,205200000.0,
b),b),b),Doanh thu nhận trước phí dịch vụ căn hộ,67.221.881.687,58.523.207.322,,67221881687.0,58523207322.0
b),b),b),Doanh thu nhận trước phí sử dụng tiện ích Dự án Sonasea Villas and Resort,66.158.570.746,78.004.093.892,,66158570746.0,78004093892.0
b),b),b),Cộng,212.443.177.610,217.032.287.172,,212443177610.0,217032287172.0
