row_label_raw,row_label_full,col_0,31/12/2022 > Giá gốc,31/12/2022 > Giá trị ghi sổ,01/01/2022 > Giá gốc,01/01/2022 > Giá trị ghi sổ,numeric__31/12/2022 > Giá gốc,numeric__31/12/2022 > Giá trị ghi sổ,numeric__01/01/2022 > Giá gốc,numeric__01/01/2022 > Giá trị ghi sổ
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Tiền gửi có kỳ hạn,Ngắn hạn > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,382.865.299.847,382.865.299.847,580.197.936.833,580.197.936.833,382865299847.0,382865299847.0,580197936833.0,580197936833.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),Ngắn hạn > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),376.500.000.000,376.500.000.000,579.000.000.000,579.000.000.000,376500000000.0,376500000000.0,579000000000.0,579000000000.0
