row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2022,Đơn vị tính: VND 01/01/2022,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022,numeric__Đơn vị tính: VND 01/01/2022
A TÀI SẢN NGĂN HẠN,A TÀI SẢN NGĂN HẠN,A TÀI SẢN NGĂN HẠN,100,,3.661.094.355.939,2.564.422.795.753,100.0,,3661094355939.0,2564422795753.0
I Tiền và các khoản tương đương tiền,I Tiền và các khoản tương đương tiền,I Tiền và các khoản tương đương tiền,110,V.1.,407.902.279.191,319.051.369.169,110.0,,407902279191.0,319051369169.0
1 Tiền,1 Tiền,1 Tiền,111,,82.486.952.916,201.551.369.169,111.0,,82486952916.0,201551369169.0
2 Các khoản tương đương tiền,2 Các khoản tương đương tiền,2 Các khoản tương đương tiền,112,,325.415.326.275,117.500.000.000,112.0,,325415326275.0,117500000000.0
II Đầu tư tài chính ngắn hạn,II Đầu tư tài chính ngắn hạn,II Đầu tư tài chính ngắn hạn,120,V.2.,382.865.299.847,580.197.936.833,120.0,,382865299847.0,580197936833.0
1 Đầu tư nắm giữ đến ngày đáo hạn,1 Đầu tư nắm giữ đến ngày đáo hạn,1 Đầu tư nắm giữ đến ngày đáo hạn,123,,382.865.299.847,580.197.936.833,123.0,,382865299847.0,580197936833.0
III Các khoản phải thu ngắn hạn,III Các khoản phải thu ngắn hạn,III Các khoản phải thu ngắn hạn,130,,1.248.379.796.818,847.527.942.680,130.0,,1248379796818.0,847527942680.0
1 Phải thu ngắn hạn của khách hàng,1 Phải thu ngắn hạn của khách hàng,1 Phải thu ngắn hạn của khách hàng,131,V.3.,773.803.730.491,676.363.801.090,131.0,,773803730491.0,676363801090.0
2 Trà trước cho người bán ngắn hạn,2 Trà trước cho người bán ngắn hạn,2 Trà trước cho người bán ngắn hạn,132,V.4.,189.108.794.047,163.767.868.800,132.0,,189108794047.0,163767868800.0
3 Phải thu ngắn hạn khác,3 Phải thu ngắn hạn khác,3 Phải thu ngắn hạn khác,136,V.5.,335.448.663.986,57.252.919.081,136.0,,335448663986.0,57252919081.0
4 Dự phòng phải thu ngắn hạn khó đòi,4 Dự phòng phải thu ngắn hạn khó đòi,4 Dự phòng phải thu ngắn hạn khó đòi,137,,(49.981.391.706),(49.856.646.291),137.0,,-49981391706.0,-49856646291.0
IV Hàng tồn kho,IV Hàng tồn kho,IV Hàng tồn kho,140,V.6.,1.467.663.040.362,606.707.616.874,140.0,,1467663040362.0,606707616874.0
1 Hàng tồn kho,1 Hàng tồn kho,1 Hàng tồn kho,141,,1.467.663.040.362,606.707.616.874,141.0,,1467663040362.0,606707616874.0
V Tài sản ngắn hạn khác,V Tài sản ngắn hạn khác,V Tài sản ngắn hạn khác,150,,154.283.939.721,210.937.930.197,150.0,,154283939721.0,210937930197.0
1 Chi phí trả trước ngắn hạn,1 Chi phí trả trước ngắn hạn,1 Chi phí trả trước ngắn hạn,151,V.11.,42.357.331.116,4.925.117.702,151.0,,42357331116.0,4925117702.0
2 Thuế GTGT được khấu trừ,2 Thuế GTGT được khấu trừ,2 Thuế GTGT được khấu trừ,152,,88.254.893.276,200.843.739.330,152.0,,88254893276.0,200843739330.0
3 Thuế và các khoản khác phải thu Nhà nước,3 Thuế và các khoản khác phải thu Nhà nước,3 Thuế và các khoản khác phải thu Nhà nước,153,V.15.,23.671.715.329,5.169.073.165,153.0,,23671715329.0,5169073165.0
B TÀI SẢN DÀI HẠN,B TÀI SẢN DÀI HẠN,B TÀI SẢN DÀI HẠN,200,,3.399.393.042.206,4.485.628.897.906,200.0,,3399393042206.0,4485628897906.0
I Các khoản phải thu dài hạn,I Các khoản phải thu dài hạn,I Các khoản phải thu dài hạn,210,,11.742.015.001,8.674.711.267,210.0,,11742015001.0,8674711267.0
1 Phải thu dài hạn khác,1 Phải thu dài hạn khác,1 Phải thu dài hạn khác,216,V.5.,11.742.015.001,10.022.073.402,216.0,,11742015001.0,10022073402.0
2 Dự phòng phải thu dài hạn khó đòi,2 Dự phòng phải thu dài hạn khó đòi,2 Dự phòng phải thu dài hạn khó đòi,219,,-,(1.347.362.135),219.0,,,-1347362135.0
II Tài sản cố định,II Tài sản cố định,II Tài sản cố định,220,,1.397.521.437.351,1.444.167.991.026,220.0,,1397521437351.0,1444167991026.0
1 Tài sản cố định hữu hình,1 Tài sản cố định hữu hình,1 Tài sản cố định hữu hình,221,V.7.,1.349.367.772.468,1.394.537.259.760,221.0,,1349367772468.0,1394537259760.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.724.741.385.264,1.715.276.091.730,222.0,,1724741385264.0,1715276091730.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(375.373.612.796),(320.738.831.970),223.0,,-375373612796.0,-320738831970.0
2 Tài sản cố định vô hình,2 Tài sản cố định vô hình,2 Tài sản cố định vô hình,227,V.8.,48.153.664.883,49.630.731.266,227.0,,48153664883.0,49630731266.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,68.468.474.736,65.649.827.455,228.0,,68468474736.0,65649827455.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(20.314.809.853),(16.019.096.189),229.0,,-20314809853.0,-16019096189.0
III Bất động sản đầu tư,III Bất động sản đầu tư,III Bất động sản đầu tư,230,V.9.,630.919.704.300,734.956.993.003,230.0,,630919704300.0,734956993003.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,733.074.468.690,826.681.837.983,231.0,,733074468690.0,826681837983.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(102.154.764.390),(91.724.844.980),232.0,,-102154764390.0,-91724844980.0
IV Tài sản dở dang dài hạn,IV Tài sản dở dang dài hạn,IV Tài sản dở dang dài hạn,240,,1.210.474.059.629,2.121.591.044.273,240.0,,1210474059629.0,2121591044273.0
1 Chi phí xây dựng cơ bản dở dang,1 Chi phí xây dựng cơ bản dở dang,1 Chi phí xây dựng cơ bản dở dang,242,V.10.,1.210.474.059.629,2.121.591.044.273,242.0,,1210474059629.0,2121591044273.0
V Đầu tư tài chính dài hạn,V Đầu tư tài chính dài hạn,V Đầu tư tài chính dài hạn,250,V.2.,-,1.600.000.000,250.0,,,1600000000.0
1 Đầu tư góp vốn vào đơn vị khác,1 Đầu tư góp vốn vào đơn vị khác,1 Đầu tư góp vốn vào đơn vị khác,253,,-,1.600.000.000,253.0,,,1600000000.0
VI Tài sản dài hạn khác,VI Tài sản dài hạn khác,VI Tài sản dài hạn khác,260,,148.735.825.925,174.638.158.337,260.0,,148735825925.0,174638158337.0
1 Chi phí trả trước dài hạn,1 Chi phí trả trước dài hạn,1 Chi phí trả trước dài hạn,261,V.11.,57.259.046.070,62.351.632.792,261.0,,57259046070.0,62351632792.0
2 Tài sản thuế thu nhập hoãn lại,2 Tài sản thuế thu nhập hoãn lại,2 Tài sản thuế thu nhập hoãn lại,262,,17.749.979.400,21.042.926.131,262.0,,17749979400.0,21042926131.0
3 Lợi thế thương mại,3 Lợi thế thương mại,3 Lợi thế thương mại,269,V.14.,73.726.800.455,91.243.599.414,269.0,,73726800455.0,91243599414.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,7.060.487.398.145,7.050.051.693.659,270.0,,7060487398145.0,7050051693659.0
