row_label_raw,row_label_full,Chỉ tiêu,Chỉ tiêu_1,Mã số,Thuyết minh,Năm 2022,Đơn vị tính: VND Năm 2021,numeric__Chỉ tiêu_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2022,numeric__Đơn vị tính: VND Năm 2021
1,1,1,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1.,2.549.015.672.158,901.810.533.700,,1.0,,2549015672158.0,901810533700.0
2,2,2,Các khoản giảm trừ doanh thu,02,VI.2.,17.101.473,-,,2.0,,17101473.0,
3,3,3,Doanh thu thuần bán hàng và cung cấp dịch vụ (10=01-02),10,,2.548.998.570.685,901.810.533.700,,10.0,,2548998570685.0,901810533700.0
4,4,4,Giá vốn hàng bán,11,VI.3.,1.636.738.217.215,784.864.130.605,,11.0,,1636738217215.0,784864130605.0
5,5,5,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,912.260.353.470,116.946.403.095,,20.0,,912260353470.0,116946403095.0
6,6,6,Doanh thu hoạt động tài chính,21,VI.4.,51.734.978.990,329.522.664.132,,21.0,,51734978990.0,329522664132.0
7,7,7,Chi phí tài chính,22,VI.5.,129.368.665.552,147.724.503.536,,22.0,,129368665552.0,147724503536.0
,,,Trong đó: Chi phí lãi vay,23,,122.245.189.912,147.277.724.912,,23.0,,122245189912.0,147277724912.0
8,8,8,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,,24.0,,,
9,9,9,Chi phí bán hàng,25,VI.8.,272.693.690.778,31.169.554.878,,25.0,,272693690778.0,31169554878.0
10,10,10,Chi phí quản lý doanh nghiệp,26,VI.8.,97.575.228.385,164.781.994.727,,26.0,,97575228385.0,164781994727.0
11,11,11,Lợi nhuận thuần từ hoạt động kinh doanh {30=20+(21-22)+24-(25+26)},30,,464.357.747.745,102.793.014.086,,30.0,,464357747745.0,102793014086.0
12,12,12,Thu nhập khác,31,VI.6.,25.665.430.365,17.828.771.677,,31.0,,25665430365.0,17828771677.0
13,13,13,Chi phí khác,32,VI.7.,16.370.763.435,1.689.810.645,,32.0,,16370763435.0,1689810645.0
14,14,14,Lợi nhuận khác (40=31-32),40,,9.294.666.930,16.138.961.032,,40.0,,9294666930.0,16138961032.0
15,15,15,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,473.652.414.675,118.931.975.118,,50.0,,473652414675.0,118931975118.0
16,16,16,Chi phí thuế TNDN hiện hành,51,VI.9.,140.235.335.706,32.734.787.360,,51.0,,140235335706.0,32734787360.0
17,17,17,Chi phí thuế TNDN hoãn lại,52,VI.10.,22.801.768.467,4.057.116.452,,52.0,,22801768467.0,4057116452.0
18,18,18,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,310.615.310.502,82.140.071.306,,60.0,,310615310502.0,82140071306.0
19,19,19,Lợi nhuận sau thuế của công ty mẹ,61,,278.907.151.756,93.150.401.484,,61.0,,278907151756.0,93150401484.0
20,20,20,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,31.708.158.746,(11.010.330.178),,62.0,,31708158746.0,-11010330178.0
21,21,21,Lãi cơ bản trên cổ phiếu,70,VI.11.,"1.083,81","327,29",,70.0,,1083.81,327.29
