row_label_raw,row_label_full,a),Các khoản chi phí bán hàng phát sinh trong năm,Năm 2022VND > 272.693.690.778,Năm 2021VND > 31.169.554.878,numeric__Các khoản chi phí bán hàng phát sinh trong năm,numeric__Năm 2022VND > 272.693.690.778,numeric__Năm 2021VND > 31.169.554.878
a),a),a),Chi phí nhân viên bán hàng,4.777.315.510,3.213.328.712,,4777315510.0,3213328712.0
a),a),a),"Chi phí dụng cụ, đồ dùng",17.817.999,-,,17817999.0,
a),a),a),Chi phí khấu hao TSCĐ,29.848.488,11.893.940,,29848488.0,11893940.0
a),a),a),Chi phí dịch vụ mua ngoài,144.349.713.431,9.367.880.354,,144349713431.0,9367880354.0
a),a),a),Chi phí bằng tiền khác,123.518.995.350,18.576.451.872,,123518995350.0,18576451872.0
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,101.659.213.168,171.965.847.464,,101659213168.0,171965847464.0
b),b),b),Chi phí nhân viên quản lý,48.314.944.422,45.479.169.808,,48314944422.0,45479169808.0
b),b),b),Chi phí vật liệu quản lý,89.844.749,9.045.270,,89844749.0,9045270.0
b),b),b),Chi phí đồ dùng văn phòng,2.411.890.717,2.665.824.837,,2411890717.0,2665824837.0
b),b),b),Chi phí khấu hao TSCĐ,14.617.889.945,24.082.034.100,,14617889945.0,24082034100.0
b),b),b),"Thuế, phí và lệ phí",3.446.458.304,7.206.986.851,,3446458304.0,7206986851.0
b),b),b),Chi phí dự phòng,2.711.456.623,23.064.916.928,,2711456623.0,23064916928.0
b),b),b),Chi phí dịch vụ mua ngoài,2.809.766.009,3.282.604.036,,2809766009.0,3282604036.0
b),b),b),Chi phí bằng tiền khác,9.568.111.755,24.013.084.557,,9568111755.0,24013084557.0
b),b),b),Phân bổ lợi thế thương mại,17.688.850.644,42.162.181.077,,17688850644.0,42162181077.0
c),c),c),Các khoản ghi giảm chi phí quản lý doanh nghiệp,(4.083.984.783),(7.183.852.737),,-4083984783.0,-7183852737.0
c),c),c),Hoàn nhập dự phòng phải thu,(4.083.984.783),(7.183.852.737),,-4083984783.0,-7183852737.0
,,,Cộng,370.268.919.163,195.951.549.605,,370268919163.0,195951549605.0
