row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.006.547.944.823,831.772.077.450,1006547944823.0,831772077450.0
Phải trả Nhà nước cho phần đánh giá quyền sử dụng đất khi xác định giá trị doanh nghiệp để cổ phần hóa (Thuyết minh số 13),Phải trả Nhà nước cho phần đánh giá quyền sử dụng đất khi xác định giá trị doanh nghiệp để cổ phần hóa (Thuyết minh số 13),Phải trả Nhà nước cho phần đánh giá quyền sử dụng đất khi xác định giá trị doanh nghiệp để cổ phần hóa (Thuyết minh số 13),735.379.872.700,735.379.872.700,735379872700.0,735379872700.0
Cổ tức phải trả (Thuyết minh số 22.4),Cổ tức phải trả (Thuyết minh số 22.4),Cổ tức phải trả (Thuyết minh số 22.4),207.879.301.875,10.297.038.425,207879301875.0,10297038425.0
Quỹ công tác xã hội,Quỹ công tác xã hội,Quỹ công tác xã hội,37.233.839.078,39.844.571.972,37233839078.0,39844571972.0
Tạm ứng nhận từ việc thanh lý giải thể Quỹ đầu tư Chứng khoán Sài Gòn A2 (*),Tạm ứng nhận từ việc thanh lý giải thể Quỹ đầu tư Chứng khoán Sài Gòn A2 (*),Tạm ứng nhận từ việc thanh lý giải thể Quỹ đầu tư Chứng khoán Sài Gòn A2 (*),15.350.000.000,15.350.000.000,15350000000.0,15350000000.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,624.443.480,383.808.618,624443480.0,383808618.0
Tài sản thừa chờ xử lý,Tài sản thừa chờ xử lý,Tài sản thừa chờ xử lý,379.565.962,22.182.179.328,379565962.0,22182179328.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",9.700.921.728,8.334.606.407,9700921728.0,8334606407.0
Dài hạn,Dài hạn,Dài hạn,51.602.316.000,51.602.316.000,51602316000.0,51602316000.0
Tiền thuê đất (**),Tiền thuê đất (**),Tiền thuê đất (**),51.602.316.000,51.602.316.000,51602316000.0,51602316000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.058.150.260.823,883.374.393.450,1058150260823.0,883374393450.0
Trong đó:,Trong đó:,Trong đó:,,,,
Bên liên quan (Thuyết minh số 30),Trong đó: > Bên liên quan (Thuyết minh số 30),Bên liên quan (Thuyết minh số 30),4.570.310.658,3.475.310.658,4570310658.0,3475310658.0
Bên khác,Trong đó: > Bên khác,Bên khác,1.053.579.950.165,879.899.082.792,1053579950165.0,879899082792.0
