row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,40.787.786.892,38.175.721.461,40787786892.0,38175721461.0
Dự phòng phải thu ngắn hạn khác,Dự phòng phải thu ngắn hạn khác,Dự phòng phải thu ngắn hạn khác,23.343.732.586,20.731.667.155,23343732586.0,20731667155.0
Dự phòng tài sản thiếu chờ xử lý,Dự phòng tài sản thiếu chờ xử lý,Dự phòng tài sản thiếu chờ xử lý,14.500.395.911,14.500.395.911,14500395911.0,14500395911.0
Dự phòng phải thu ngắn hạn của khách hàng,Dự phòng phải thu ngắn hạn của khách hàng,Dự phòng phải thu ngắn hạn của khách hàng,2.679.761.250,2.679.761.250,2679761250.0,2679761250.0
Dự phòng cho các khoản ứng trước cho người bán,Dự phòng cho các khoản ứng trước cho người bán,Dự phòng cho các khoản ứng trước cho người bán,141.522.563,141.522.563,141522563.0,141522563.0
Dự phòng cho các khoản tạm ứng cho nhân viên,Dự phòng cho các khoản tạm ứng cho nhân viên,Dự phòng cho các khoản tạm ứng cho nhân viên,122.374.582,122.374.582,122374582.0,122374582.0
Dài hạn,Dài hạn,Dài hạn,17.900.000.000,17.900.000.000,17900000000.0,17900000000.0
Dự phòng phải thu về cho vay dài hạn,Dự phòng phải thu về cho vay dài hạn,Dự phòng phải thu về cho vay dài hạn,9.900.000.000,9.900.000.000,9900000000.0,9900000000.0
Dự phòng phải thu dài hạn khác,Dự phòng phải thu dài hạn khác,Dự phòng phải thu dài hạn khác,8.000.000.000,8.000.000.000,8000000000.0,8000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,58.687.786.892,56.075.721.461,58687786892.0,56075721461.0
