row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả ngắn hạn khác (tiếp theo),Phải trả ngắn hạn khác (tiếp theo),Phải trả ngắn hạn khác (tiếp theo),Phải trả ngắn hạn khác (tiếp theo),Phải trả ngắn hạn khác (tiếp theo),Phải trả ngắn hạn khác (tiếp theo),Phải trả ngắn hạn khác (tiếp theo),,,,
Công ty Cổ phần Bia Sài Gòn – Bình Tây,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Bia Sài Gòn – Bình Tây,Công ty Cổ phần Bia Sài Gòn – Bình Tây,Bên liên quan,Khác,287.780.949,287.780.949,,,287780949.0,287780949.0
Công ty Cổ phần Vận Tải và Giao Nhận Bia Sài Gòn,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Vận Tải và Giao Nhận Bia Sài Gòn,Công ty Cổ phần Vận Tải và Giao Nhận Bia Sài Gòn,Bên liên quan,Khác,195.251.930,195.251.930,,,195251930.0,195251930.0
Công ty Cổ phần Thương Mại Bia Sài Gòn – Sông Hậu,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Sông Hậu,Công ty Cổ phần Thương Mại Bia Sài Gòn – Sông Hậu,Công ty con,Khác,106.561.973,106.561.973,,,106561973.0,106561973.0
Công ty Cổ phần Thương Mại Bia Sài Gòn – Sông Hậu,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Sông Hậu,Công ty Cổ phần Thương Mại Bia Sài Gòn – Sông Hậu,Công ty con,Cổ tức phải trả,85.500.000,-,,,85500000.0,
Công ty Cổ phần Thương Mại Bia Sài Gòn – Nam Trung Bộ,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Nam Trung Bộ,Công ty Cổ phần Thương Mại Bia Sài Gòn – Nam Trung Bộ,Công ty con,Khác,82.229.450,82.229.450,,,82229450.0,82229450.0
Công ty Cổ phần Thương Mại Bia Sài Gòn – Nam Trung Bộ,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Nam Trung Bộ,Công ty Cổ phần Thương Mại Bia Sài Gòn – Nam Trung Bộ,Công ty con,Cổ tức phải trả,240.000.000,-,,,240000000.0,
Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Đông,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Đông,Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Đông,Công ty con,Khác,52.063.478,52.063.478,,,52063478.0,52063478.0
Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Đông,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Đông,Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Đông,Công ty con,Cổ tức phải trả,84.000.000,-,,,84000000.0,
Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Trung,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Trung,Công ty Cổ phần Thương Mại Bia Sài Gòn – Miền Trung,Công ty con,Cổ tức phải trả,300.000.000,-,,,300000000.0,
Công ty Cổ phần Thương Mại Bia Sài Gòn – Tây Nguyên,Phải trả ngắn hạn khác (tiếp theo) > Công ty Cổ phần Thương Mại Bia Sài Gòn – Tây Nguyên,Công ty Cổ phần Thương Mại Bia Sài Gòn – Tây Nguyên,Công ty con,Cổ tức phải trả,120.000.000,-,,,120000000.0,
Công ty TNHH Trung Tâm Mê Linh,Phải trả ngắn hạn khác (tiếp theo) > Công ty TNHH Trung Tâm Mê Linh,Công ty TNHH Trung Tâm Mê Linh,Công ty liên doanh,Khác,39.282.868,39.282.868,,,39282868.0,39282868.0
Công ty TNHH Một Thành Viên Bia Sài Gòn – Sóc Trăng,Phải trả ngắn hạn khác (tiếp theo) > Công ty TNHH Một Thành Viên Bia Sài Gòn – Sóc Trăng,Công ty TNHH Một Thành Viên Bia Sài Gòn – Sóc Trăng,Bên liên quan,Khác,12.932.851,12.932.851,,,12932851.0,12932851.0
,,,,,4.570.310.658,3.475.310.658,,,4570310658.0,3475310658.0
