row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại – Thuyết minh số 33),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại – Thuyết minh số 33)
300,300,300,C. NỘ PHẢI TRẢ,,3.281.585.395.591,6.511.843.483.023,,,3281585395591.0,6511843483023.0
310,310,310,I. Nợ ngắn hạn,,3.175.712.426.168,6.404.960.725.480,,,3175712426168.0,6404960725480.0
311,311,311,1. Phải trả người bán ngắn hạn,17,1.407.024.034.688,779.822.160.468,,17.0,1407024034688.0,779822160468.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,788.329.086,249.882.896,,,788329086.0,249882896.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,247.158.425.031,4.394.808.142.167,,18.0,247158425031.0,4394808142167.0
314,314,314,4. Phải trả người lao động,,105.953.656.715,55.923.336.369,,,105953656715.0,55923336369.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,19,218.943.632.197,150.729.545.584,,19.0,218943632197.0,150729545584.0
319,319,319,6. Phải trả ngắn hạn khác,20,1.006.547.944.823,831.772.077.450,,20.0,1006547944823.0,831772077450.0
322,322,322,"7. Quỹ khen thưởng, phúc lợi",21,189.296.403.628,191.655.580.546,,21.0,189296403628.0,191655580546.0
330,330,330,II. Nợ dài hạn,,105.872.969.423,106.882.757.543,,,105872969423.0,106882757543.0
337,337,337,1. Phải trả dài hạn khác,20,51.602.316.000,51.602.316.000,,20.0,51602316000.0,51602316000.0
343,343,343,2. Quỹ phát triển khoa học công nghệ,,54.270.653.423,55.280.441.543,,,54270653423.0,55280441543.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,10.180.204.917.133,10.005.449.389.441,,,10180204917133.0,10005449389441.0
410,410,410,I. Vốn chủ sở hữu,22.1,10.180.204.917.133,10.005.449.389.441,,221.0,10180204917133.0,10005449389441.0
411,411,411,1. Vốn cổ phần,,6.412.811.860.000,6.412.811.860.000,,,6412811860000.0,6412811860000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,6.412.811.860.000,6.412.811.860.000,,,6412811860000.0,6412811860000.0
418,418,418,2. Quỹ đầu tư phát triển,,760.819.802.040,760.819.802.040,,,760819802040.0,760819802040.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,3.006.573.255.093,2.831.817.727.401,,,3006573255093.0,2831817727401.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,892.137.789.401,19.521.966.235,,,892137789401.0,19521966235.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm này,,2.114.435.465.692,2.812.295.761.166,,,2114435465692.0,2812295761166.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,13.461.790.312.724,16.517.292.872.464,,,13461790312724.0,16517292872464.0
