row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,665.076.368.095,784.501.266.979,665076368095.0,784501266979.0
Phải thu khác từ các bên liên quan(Thuyết minh số 30),Phải thu khác từ các bên liên quan(Thuyết minh số 30),Phải thu khác từ các bên liên quan(Thuyết minh số 30),571.788.120.184,684.701.068.939,571788120184.0,684701068939.0
Lãi ngân hàng và lãi trái phiếu,Lãi ngân hàng và lãi trái phiếu,Lãi ngân hàng và lãi trái phiếu,56.449.079.118,41.522.143.924,56449079118.0,41522143924.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",8.150.988.774,24.150.000.000,8150988774.0,24150000000.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,5.318.875.571,5.859.412.603,5318875571.0,5859412603.0
Các khoản khác,Các khoản khác,Các khoản khác,23.369.304.448,28.268.641.513,23369304448.0,28268641513.0
Dài hạn,Dài hạn,Dài hạn,349.656.075.565,347.428.155.565,349656075565.0,347428155565.0
Phải thu khác từ bên liên quan(Thuyết minh số 30) (*),Phải thu khác từ bên liên quan(Thuyết minh số 30) (*),Phải thu khác từ bên liên quan(Thuyết minh số 30) (*),328.073.502.218,328.073.502.218,328073502218.0,328073502218.0
"Ký quỹ, ký cược","Ký quỹ, ký cược","Ký quỹ, ký cược",13.553.808.347,11.325.888.347,13553808347.0,11325888347.0
Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,Phải thu về cổ phần hóa,28.765.000,28.765.000,28765000.0,28765000.0
Các khoản khác,Các khoản khác,Các khoản khác,8.000.000.000,8.000.000.000,8000000000.0,8000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.014.732.443.660,1.131.929.422.544,1014732443660.0,1131929422544.0
