row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại - Thuyết minh số 33),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại - Thuyết minh số 33)
200,200,200,B. TÀI SẢN DÀI HẠN,,6.276.483.775.828,7.123.470.613.818,,,6276483775828.0,7123470613818.0
210,210,210,I. Các khoản phải thu dài hạn,,341.656.075.565,339.428.155.565,,,341656075565.0,339428155565.0
215,215,215,1. Phải thu về cho vay dài hạn,,9.900.000.000,9.900.000.000,,,9900000000.0,9900000000.0
216,216,216,2. Phải thu dài hạn khác,7,349.656.075.565,347.428.155.565,,7.0,349656075565.0,347428155565.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,9,(17.900.000.000),(17.900.000.000),,9.0,-17900000000.0,-17900000000.0
220,220,220,II. Tài sản cố định,,2.052.019.379.902,2.228.191.166.903,,,2052019379902.0,2228191166903.0
221,221,221,1. Tài sản cố định hữu hình,12,1.157.698.733.135,1.331.775.518.648,,12.0,1157698733135.0,1331775518648.0
222,222,222,Nguyên giá,,3.386.884.827.897,3.313.299.047.889,,,3386884827897.0,3313299047889.0
223,223,223,Giá trị hao mòn lũy kế,,(2.229.186.094.762),(1.981.523.529.241),,,-2229186094762.0,-1981523529241.0
227,227,227,2. Tài sản cố định vô hình,13,894.320.646.767,896.415.648.255,,13.0,894320646767.0,896415648255.0
228,228,228,Nguyên giá,,987.925.803.824,982.135.013.361,,,987925803824.0,982135013361.0
229,229,229,Giá trị hao mòn lũy kế,,(93.605.157.057),(85.719.365.106),,,-93605157057.0,-85719365106.0
230,230,230,III. Bất động sản đầu tư,14,4.747.955.124,5.140.919.628,,14.0,4747955124.0,5140919628.0
231,231,231,1. Nguyên giá,,7.859.289.977,7.859.289.977,,,7859289977.0,7859289977.0
232,232,232,2. Giá trị hao mòn lũy kế,,(3.111.334.853),(2.718.370.349),,,-3111334853.0,-2718370349.0
240,240,240,IV. Tài sản dở dang dài hạn,,29.216.550.436,36.622.166.610,,,29216550436.0,36622166610.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,15,29.216.550.436,36.622.166.610,,15.0,29216550436.0,36622166610.0
250,250,250,V. Đầu tư tài chính dài hạn,,3.739.661.157.374,3.600.674.051.647,,,3739661157374.0,3600674051647.0
251,251,251,1. Đầu tư vào công ty con,16.2.1,2.728.068.835.029,2.281.120.889.126,,1621.0,2728068835029.0,2281120889126.0
252,252,252,"2. Đầu tư vào công ty liên kết, liên doanh",16.2.2,666.884.845.720,1.000.725.395.720,,1622.0,666884845720.0,1000725395720.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,16.2.3,807.063.205.046,803.276.618.246,,1623.0,807063205046.0,803276618246.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,"16.1, 16.2",(483.224.608.326),(505.317.731.350),,,-483224608326.0,-505317731350.0
255,255,255,5. Đầu tư nấm giữ đến ngày đáo hạn,16.1,20.868.879.905,20.868.879.905,,161.0,20868879905.0,20868879905.0
260,260,260,VI. Tài sản dài hạn khác,,109.182.657.427,913.414.153.465,,,109182657427.0,913414153465.0
261,261,261,1. Chi phí trả trước dài hạn,11,75.573.566.548,70.407.613.258,,11.0,75573566548.0,70407613258.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,29.3,21.844.700.874,843.006.540.207,,293.0,21844700874.0,843006540207.0
263,263,263,"3. Thiết bị vật tư, phụ tùng thay thế dài hạn",10,11.764.390.005,-,,10.0,11764390005.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,13.461.790.312.724,16.517.292.872.464,,,13461790312724.0,16517292872464.0
