row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại - Thuyết minh số 33),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại - Thuyết minh số 33)
100,100,100,A. TÀI SẢN NGĂN HẠN,,7.185.306.536.896,9.393.822.258.646,,,7185306536896.0,9393822258646.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,1.880.612.291.229,6.406.079.584.088,,4.0,1880612291229.0,6406079584088.0
111,111,111,1. Tiền,,180.612.291.229,82.079.584.088,,,180612291229.0,82079584088.0
112,112,112,2. Các khoản tương đương tiền,,1.700.000.000.000,6.324.000.000.000,,,1700000000000.0,6324000000000.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,,2.940.000.000.000,690.000.000.000,,,2940000000000.0,690000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,16.1,2.940.000.000.000,690.000.000.000,,161.0,2940000000000.0,690000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.319.572.867.475,1.763.255.912.175,,,1319572867475.0,1763255912175.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,654.947.891.118,988.597.454.381,,5.0,654947891118.0,988597454381.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,25.835.999.243,13.832.516.365,,6.0,25835999243.0,13832516365.0
136,136,136,3. Phải thu ngắn hạn khác,7,665.076.368.095,784.501.266.979,,7.0,665076368095.0,784501266979.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,9,(40.787.786.892),(38.175.721.461),,9.0,-40787786892.0,-38175721461.0
139,139,139,5. Tài sản thiếu chờ xử lý,8,14.500.395.911,14.500.395.911,,8.0,14500395911.0,14500395911.0
140,140,140,IV. Hàng tồn kho,,387.565.239.047,386.350.197.611,,,387565239047.0,386350197611.0
141,141,141,1. Hàng tồn kho,10,410.266.010.507,409.057.086.518,,10.0,410266010507.0,409057086518.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,10,(22.700.771.460),(22.706.888.907),,10.0,-22700771460.0,-22706888907.0
150,150,150,V. Tài sản ngắn hạn khác,,657.556.139.145,148.136.564.772,,,657556139145.0,148136564772.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,7.330.467.472,32.803.355.806,,11.0,7330467472.0,32803355806.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,,9.424.137.131,-,,,9424137131.0,
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,640.801.534.542,115.333.208.966,,18.0,640801534542.0,115333208966.0
