row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Trình bày lại - Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Trình bày lại - Thuyết minh số 33)
Giá vốn thành phẩm,Giá vốn thành phẩm,Giá vốn thành phẩm,20.498.865.529.249,2.563.505.025.878,20498865529249.0,2563505025878.0
Giá vốn nguyên vật liệu,Giá vốn nguyên vật liệu,Giá vốn nguyên vật liệu,5.972.660.046.758,4.988.721.557.601,5972660046758.0,4988721557601.0
Giá vốn khác(Hoàn nhập) dự phòng giảm giá hàng tồn kho,Giá vốn khác(Hoàn nhập) dự phòng giảm giá hàng tồn kho,Giá vốn khác(Hoàn nhập) dự phòng giảm giá hàng tồn kho,41.915.852.126,23.976.903.670,41915852126.0,23976903670.0
Giá vốn khác(Hoàn nhập) dự phòng giảm giá hàng tồn kho,Giá vốn khác(Hoàn nhập) dự phòng giảm giá hàng tồn kho,Giá vốn khác(Hoàn nhập) dự phòng giảm giá hàng tồn kho,(6.117.447),387.261.986,-6117447.0,387261986.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,26.513.435.310.686,7.576.590.749.135,26513435310686.0,7576590749135.0
