row_label_raw,row_label_full,Mã số,KHOẢN MỤC,Thuyết minh,Năm nay,Năm trước(Trình bày lại – Thuyết minh số 33),numeric__KHOẢN MỤC,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước(Trình bày lại – Thuyết minh số 33)
36,36,36,III. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNHChia cổ tức,,(3.649.494.476.050),(1.602.404.535.420),,,-3649494476050.0,-1602404535420.0
40,40,40,Lưu chuyển tiền thuần sử dụng vào hoạt động tài chính,,(3.649.494.476.050),(1.602.404.535.420),,,-3649494476050.0,-1602404535420.0
50,50,50,Lưu chuyển tiền thuần trong năm,,(4.525.459.450.803),1.445.259.155.089,,,-4525459450803.0,1445259155089.0
60,60,60,Tiền và tương đương tiền đầu năm,,6.406.079.584.088,4.960.953.298.690,,,6406079584088.0,4960953298690.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,(7.842.056),(132.869.691),,,-7842056.0,-132869691.0
70,70,70,Tiền và tương đương tiền cuối năm,4,1.880.612.291.229,6.406.079.584.088,,4.0,1880612291229.0,6406079584088.0
