row_label_raw,row_label_full,Mã số,KHOẢN MỤC,Thuyết minh,Năm nay,Năm trước (Trình bày lại – Thuyết minh số 33),numeric__KHOẢN MỤC,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (Trình bày lại – Thuyết minh số 33)
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mònCác khoản (hoàn nhập)dự phòng(Lãi) lỗ chênh lệch tỷ giá hốидoái do đánh giá lại các khoản tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tư,"12, 13, 14","5.095.129.880.016259.534.306.168(19,487,175,040)(92.331.846)(1.632.155.143.717)",2.960.104.422.283259.209.247.778461.705.863.107132.869.691(3.949.981.477.124),,,,
02,02,02,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mònCác khoản (hoàn nhập)dự phòng(Lãi) lỗ chênh lệch tỷ giá hốидoái do đánh giá lại các khoản tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tư,"12, 13, 14","5.095.129.880.016259.534.306.168(19,487,175,040)(92.331.846)(1.632.155.143.717)",2.960.104.422.283259.209.247.778461.705.863.107132.869.691(3.949.981.477.124),,,,
03,03,03,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mònCác khoản (hoàn nhập)dự phòng(Lãi) lỗ chênh lệch tỷ giá hốидoái do đánh giá lại các khoản tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tư,"12, 13, 14","5.095.129.880.016259.534.306.168(19,487,175,040)(92.331.846)(1.632.155.143.717)",2.960.104.422.283259.209.247.778461.705.863.107132.869.691(3.949.981.477.124),,,,
04,04,04,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mònCác khoản (hoàn nhập)dự phòng(Lãi) lỗ chênh lệch tỷ giá hốидoái do đánh giá lại các khoản tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tư,"12, 13, 14","5.095.129.880.016259.534.306.168(19,487,175,040)(92.331.846)(1.632.155.143.717)",2.960.104.422.283259.209.247.778461.705.863.107132.869.691(3.949.981.477.124),,,,
05,05,05,Tổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khẩu hao và hao mònCác khoản (hoàn nhập)dự phòng(Lãi) lỗ chênh lệch tỷ giá hốидoái do đánh giá lại các khoản tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tư,"12, 13, 14","5.095.129.880.016259.534.306.168(19,487,175,040)(92.331.846)(1.632.155.143.717)",2.960.104.422.283259.209.247.778461.705.863.107132.869.691(3.949.981.477.124),,,,
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,"3,702,929,535,581(199.709.449.577)(12.973.313.994)(2.978.920.606.928)20.306.935.044(536.500.402.568)(168.270.788.965)",(268.829.074.265)164.867.209.25921.752.743.344(599.371.595.015)125.530.494.374(135.293.975.419)(115.934.264.113),,,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,"3,702,929,535,581(199.709.449.577)(12.973.313.994)(2.978.920.606.928)20.306.935.044(536.500.402.568)(168.270.788.965)",(268.829.074.265)164.867.209.25921.752.743.344(599.371.595.015)125.530.494.374(135.293.975.419)(115.934.264.113),,,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,"3,702,929,535,581(199.709.449.577)(12.973.313.994)(2.978.920.606.928)20.306.935.044(536.500.402.568)(168.270.788.965)",(268.829.074.265)164.867.209.25921.752.743.344(599.371.595.015)125.530.494.374(135.293.975.419)(115.934.264.113),,,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,"3,702,929,535,581(199.709.449.577)(12.973.313.994)(2.978.920.606.928)20.306.935.044(536.500.402.568)(168.270.788.965)",(268.829.074.265)164.867.209.25921.752.743.344(599.371.595.015)125.530.494.374(135.293.975.419)(115.934.264.113),,,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh,,"3,702,929,535,581(199.709.449.577)(12.973.313.994)(2.978.920.606.928)20.306.935.044(536.500.402.568)(168.270.788.965)",(268.829.074.265)164.867.209.25921.752.743.344(599.371.595.015)125.530.494.374(135.293.975.419)(115.934.264.113),,,,
