row_label_raw,row_label_full,Tên công ty,Hoạt động chính,Số cuối năm > % sở hữu,Số cuối năm > Giá trị VND,Số cuối năm > Dự phòng,Số đầu năm > % sở hữu,Số đầu năm > Giá trị VND,Số đầu năm > Dự phòng,numeric__Hoạt động chính,numeric__Số cuối năm > % sở hữu,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > % sở hữu,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Dự phòng
Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,Công ty Cổ phần Bia Sài Gòn – Ninh Thuận,"Sản xuất bia, rượu và nước giải khát",20,19.800.000.000,-,20,19.800.000.000,-,,20.0,19800000000.0,,20.0,19800000000.0,
Công ty Cổ phần Kinh doanh Lương thực Thực phẩm Sabeco,Công ty Cổ phần Kinh doanh Lương thực Thực phẩm Sabeco,Công ty Cổ phần Kinh doanh Lương thực Thực phẩm Sabeco,"Sản xuất sản phẩm nông nghiệp, thực phẩm",20,4.725.000.000,(735.405.831),20,4.725.000.000,(1.941.276.235),,20.0,4725000000.0,-735405831.0,20.0,4725000000.0,-1941276235.0
Công ty Cổ phần Thủy điện Miền Nam (ii),Công ty Cổ phần Thủy điện Miền Nam (ii),Công ty Cổ phần Thủy điện Miền Nam (ii),Xây dựng và vận hành nhà máy thủy điện,-,-,-,20,189.507.130.000,-,,,,,20.0,189507130000.0,
Công ty Cổ phần Đầu tư Sabeco Pearl (iii),Công ty Cổ phần Đầu tư Sabeco Pearl (iii),Công ty Cổ phần Đầu tư Sabeco Pearl (iii),Xây dựng và kinh doanh bất động sản,-,-,-,26,147.333.420.000,(184.114.698),,,,,26.0,147333420000.0,-184114698.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,666.884.845.720,(20.819.504.762),,1.000.725.395.720,(26.130.632.678),,,666884845720.0,-20819504762.0,,1000725395720.0,-26130632678.0
