row_label_raw,row_label_full,Số đầu năm > Cổ tức phải trả trong năm(Thuyết minh số 22.1),Số cuối năm > 10.297.038.425 > 3.847.690.116.000,VND Số đầu năm > 9.496.108.845 > 1.603.205.465.000,numeric__Số cuối năm > 10.297.038.425 > 3.847.690.116.000,numeric__VND Số đầu năm > 9.496.108.845 > 1.603.205.465.000
Cổ tức đã chỉ trả bằng tiền,Cổ tức đã chỉ trả bằng tiền,Cổ tức đã chỉ trả bằng tiền,(3.650.107.852.550),(1.602.404.535.420),-3650107852550.0,-1602404535420.0
Số cuối năm,Số cuối năm,Số cuối năm,207.879.301.875,10.297.038.425,207879301875.0,10297038425.0
