row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm(Trình bày lại -Thuyết minh số 33),numeric__Số cuối năm,numeric__VND > Số đầu năm(Trình bày lại -Thuyết minh số 33)
"Chi phí quảng cáo, khuyến mãi","Chi phí quảng cáo, khuyến mãi","Chi phí quảng cáo, khuyến mãi",186.242.288.811,134.831.924.055,186242288811.0,134831924055.0
Chi phí phải trả mua tài sản cố định vàcác tài sản dài hạn khác,Chi phí phải trả mua tài sản cố định vàcác tài sản dài hạn khác,Chi phí phải trả mua tài sản cố định vàcác tài sản dài hạn khác,2.104.604.775,12.608.325.482,2104604775.0,12608325482.0
Chi phí khác,Chi phí khác,Chi phí khác,30.596.738.611,3.289.296.047,30596738611.0,3289296047.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,218.943.632.197,150.729.545.584,218943632197.0,150729545584.0
