row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm,Kết chuyên sangvay và nợ ngắn hạn,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm,numeric__Kết chuyên sangvay và nợ ngắn hạn,numeric__Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,359.440.000.000,-,(99.920.000.000),259.520.000.000,359440000000.0,,-99920000000.0,259520000000.0
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,63.750.000.000,416.762.500.000,(138.455.000.000),342.057.500.000,63750000000.0,416762500000.0,-138455000000.0,342057500000.0
Cộng,Cộng,Cộng,423.190.000.000,416.762.500.000,(238.375.000.000),601.577.500.000,423190000000.0,416762500000.0,-238375000000.0,601577500000.0
