row_label_raw,row_label_full,Số cuối năm,Tổng nợ > Số cuối năm,Từ 01 năm trở xuống > Số cuối năm,Trên 01 năm đến 05 năm > Số cuối năm,Trên 05 năm > Số cuối năm,numeric__Tổng nợ > Số cuối năm,numeric__Từ 01 năm trở xuống > Số cuối năm,numeric__Trên 01 năm đến 05 năm > Số cuối năm,numeric__Trên 05 năm > Số cuối năm
Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,338.840.000.000,79.320.000.000,259.520.000.000,-,338840000000.0,79320000000.0,259520000000.0,
Trái phiếu thường,Trái phiếu thường,Trái phiếu thường,422.410.000.000,80.352.500.000,342.057.500.000,-,422410000000.0,80352500000.0,342057500000.0,
Cộng,Cộng,Cộng,761.250.000.000,159.672.500.000,601.577.500.000,-,761250000000.0,159672500000.0,601577500000.0,
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay dài hạn ngân hàng,Số đầu năm > Vay dài hạn ngân hàng,Vay dài hạn ngân hàng,435.000.000.000,75.560.000.000,359.440.000.000,-,435000000000.0,75560000000.0,359440000000.0,
Trái phiếu thường,Số đầu năm > Trái phiếu thường,Trái phiếu thường,75.000.000.000,11.250.000.000,63.750.000.000,-,75000000000.0,11250000000.0,63750000000.0,
Cộng,Số đầu năm > Cộng,Cộng,510.000.000.000,86.810.000.000,423.190.000.000,-,510000000000.0,86810000000.0,423190000000.0,
