row_label_raw,row_label_full,Số đầu năm,Năm nay > 2.156.092.975,Năm trước > -,numeric__Năm nay > 2.156.092.975,numeric__Năm trước > -
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,9.221.388.030,2.156.092.975,9221388030.0,2156092975.0
Số cuối năm,Số cuối năm,Số cuối năm,11.377.481.005,2.156.092.975,11377481005.0,2156092975.0
