row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,2.431.732.731.594,1.994.702.399.459,,1.0,,2431732731594.0,1994702399459.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,11.291.785.008,21.483.284.471,,2.0,,11291785008.0,21483284471.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,2.420.440.946.586,1.973.219.114.988,,10.0,,2420440946586.0,1973219114988.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,1.458.610.413.310,1.327.256.343.886,,11.0,,1458610413310.0,1327256343886.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,961.830.533.276,645.962.771.102,,20.0,,961830533276.0,645962771102.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,10.441.019.974,11.303.534.178,,21.0,,10441019974.0,11303534178.0
7.,7.,7.,Chi phí tài chính,22,VI.5,115.063.311.539,130.938.404.250,,22.0,,115063311539.0,130938404250.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,102.900.730.009,72.794.957.781,,23.0,,102900730009.0,72794957781.0
8.,8.,8.,Chi phí bán hàng,25,VI.6,38.345.232.191,31.609.505.169,,25.0,,38345232191.0,31609505169.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,VI.7,44.694.379.443,31.836.686.206,,26.0,,44694379443.0,31836686206.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,774.168.630.077,462.881.709.655,,30.0,,774168630077.0,462881709655.0
11.,11.,11.,Thu nhập khác,31,VI.8,21.009.705.656,24.201.398.435,,31.0,,21009705656.0,24201398435.0
12.,12.,12.,Chi phí khác,32,VI.9,15.182.299.051,16.875.383.726,,32.0,,15182299051.0,16875383726.0
13.,13.,13.,Lợi nhuận khác,40,,5.827.406.605,7.326.014.709,,40.0,,5827406605.0,7326014709.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế,50,,779.996.036.682,470.207.724.364,,50.0,,779996036682.0,470207724364.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.16,156.432.803.874,84.227.997.954,,51.0,,156432803874.0,84227997954.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,,52.0,,,
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,623.563.232.808,385.979.726.410,,60.0,,623563232808.0,385979726410.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,VI.10,-,-,,70.0,,,
19.,19.,19.,Lãi suy giảm trên cổ phiếu,71,VI.10,-,-,,71.0,,,
