row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,24.338.794.206,-,16.111.214.891,-,24338794206.0,,16111214891.0,
Tổng Công ty Đầu tư và Phát triểnCông nghiệp - CTCP - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triểnCông nghiệp - CTCP - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triểnCông nghiệp - CTCP - Phải thu tiền lợi nhuận được chia từ Dự án Becamex City Center,13.980.707.752,-,3.776.931.443,-,13980707752.0,,3776931443.0,
Công ty TNHH MTV Khách sạnBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạnBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạnBecamex - Phải thu tiền cổ tức,7.195.110.626,-,7.195.110.626,-,7195110626.0,,7195110626.0,
Công ty TNHH MTV Thương mạiBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Thương mạiBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Thương mạiBecamex - Phải thu tiền cổ tức,2.244.038.196,-,5.089.172.822,-,2244038196.0,,5089172822.0,
Công ty TNHH MTV WTC Bình Dương - Phải thu tiền cổ tức,Công ty TNHH MTV WTC Bình Dương - Phải thu tiền cổ tức,Công ty TNHH MTV WTC Bình Dương - Phải thu tiền cổ tức,918.937.632,-,-,-,918937632.0,,,
Công ty TNHH Becamex Tokysu - Ký quỹ ký cược ngắn hạn,Công ty TNHH Becamex Tokysu - Ký quỹ ký cược ngắn hạn,Công ty TNHH Becamex Tokysu - Ký quỹ ký cược ngắn hạn,-,-,50.000.000,-,,,50000000.0,
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,11.442.154.068,-,19.467.274.886,-,11442154068.0,,19467274886.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt động chuyển nhượng bất động sản,7.154.329.447,-,14.929.668.333,-,7154329447.0,,14929668333.0,
Tạm ứng công tác,Tạm ứng công tác,Tạm ứng công tác,386.838.156,-,532.389.473,-,386838156.0,,532389473.0,
Lãi dự thu,Lãi dự thu,Lãi dự thu,120.951.210,-,32.876.712,-,120951210.0,,32876712.0,
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",40.000.000,-,40.000.000,-,40000000.0,,40000000.0,
Phải thu tiền chỉ hộ làm số cho khách hàng,Phải thu tiền chỉ hộ làm số cho khách hàng,Phải thu tiền chỉ hộ làm số cho khách hàng,230.288.182,-,202.726.717,-,230288182.0,,202726717.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,3.509.747.073,-,3.729.613.651,-,3509747073.0,,3729613651.0,
Cộng,Cộng,Cộng,35.780.948.274,-,35.578.489.777,-,35780948274.0,,35578489777.0,
