row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. DOANH THU HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoai đã và chưa thực hiện,,28.592.981.672,290.571.517,,,28592981672.0,290571517.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,47.731.573.684,17.654.459.255,,,47731573684.0,17654459255.0
43,43,43,"3. Lãi bán, thanh lý các khoản đầu tư vào công ty con, công ty liên kết",,13.841.583.352,-,,,13841583352.0,
44,44,44,4. Doanh thu khác về đầu tư,,132.857.759.580,3.456.980.508,,,132857759580.0,3456980508.0
50,50,50,Cộng doanh thu hoạt động tài chính,35,223.023.898.288,21.402.011.280,,35.0,223023898288.0,21402011280.0
,,,IV. CHI PHÍ TẢI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoai đã và chưa thực hiện,,12.262.818.037,19.478.014.564,,,12262818037.0,19478014564.0
52,52,52,2. Chi phí lãi vay,,829.431.323.089,804.176.964.572,,,829431323089.0,804176964572.0
55,55,55,3. Chi phí tài chính khác,,95.254.840.329,14.832.880.334,,,95254840329.0,14832880334.0
60,60,60,Cộng chi phí tài chính,36,936.948.981.455,838.487.859.470,,36.0,936948981455.0,838487859470.0
62,62,62,V. CHI PHÍ QUẢN LÝ,37,166.785.815.908,176.627.097.131,,37.0,166785815908.0,176627097131.0
70,70,70,VI. KẾT QUẢ HOẠT ĐỘNG,,1.559.845.167.628,1.006.628.867.164,,,1559845167628.0,1006628867164.0
,,,VII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,5.266.953.351,7.007.533.961,,,5266953351.0,7007533961.0
72,72,72,Chi phí khác,,178.063.632,119.968.994,,,178063632.0,119968994.0
80,80,80,Cộng kết quả hoạt động khác,38,5.088.889.719,6.887.564.967,,38.0,5088889719.0,6887564967.0
90,90,90,VIII. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,1.564.934.057.347,1.013.516.432.131,,,1564934057347.0,1013516432131.0
91,91,91,Lợi nhuận đã thực hiện,,1.285.658.841.090,1.008.091.988.388,,,1285658841090.0,1008091988388.0
92,92,92,Lợi nhuận chưa thực hiện,,279.275.216.257,5.424.443.743,,,279275216257.0,5424443743.0
100,100,100,IX. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),39,298.320.507.930,188.653.956.326,,39.0,298320507930.0,188653956326.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,39.1,264.754.839.912,167.715.814.551,,391.0,264754839912.0,167715814551.0
100.2,100.2,100.2,Chi phí thuế TNDN hoãn lại,39.2,33.565.668.018,20.938.141.775,,392.0,33565668018.0,20938141775.0
200,200,200,X. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,1.266.613.549.417,824.862.475.805,,,1266613549417.0,824862475805.0
