row_label_raw,row_label_full,STT,Danh mục các loại tài sảntài chính,Già trị mua theo số kếtoán,Giá trị hợp lý,Số dư chênh lệch đánhgiá lạitại ngày 31 tháng 12năm 2020,Số dư chênh lệch đánhgiá lạitại ngày 31 tháng 12năm 2019,Đơn vị tính: VNDChênh lệch thuậndiều chính số kế toántrong năm,numeric__Danh mục các loại tài sảntài chính,numeric__Già trị mua theo số kếtoán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch đánhgiá lạitại ngày 31 tháng 12năm 2020,numeric__Số dư chênh lệch đánhgiá lạitại ngày 31 tháng 12năm 2019,numeric__Đơn vị tính: VNDChênh lệch thuậndiều chính số kế toántrong năm
I,I,I,Loại FVTPL (tiếp theo),,,,,,,,,,,
3,I > 3,3,Cổ phiếu và chứng chíquỹ chưa niêm yết,54.082.228.373,34.525.310.285,(19.556.918.088),(12.471.918.092),(7.084.999.996),,54082228373.0,34525310285.0,-19556918088.0,-12471918092.0,-7084999996.0
4,I > 4,4,Trải phiếu chưa niêm yết,2.274.447.114.683,2.274.447.114.683,-,-,-,,2274447114683.0,2274447114683.0,,,
5,I > 5,5,Chứng chỉ tiến gửi,8.863.948.398.453,8.863.948.398.453,-,-,-,,8863948398453.0,8863948398453.0,,,
II,I > II,II,Loại AFS,188.022.664.703,183.281.373.318,(4.741.291.385),331.916.903.872,(336.658.195.257),,188022664703.0,183281373318.0,-4741291385.0,331916903872.0,-336658195257.0
1,I > 1,1,Cổ phiếu niêm yếtHAH,-,-,-,340.015.398.872(14.696.996.420),(340.015.398.872),,,,,,-340015398872.0
1,I > 1,1,Cổ phiếu niêm yết khác,-,-,-,354.712.395.292,(354.712.395.292),,,,,354712395292.0,-354712395292.0
2,I > 2,2,Cổ phiếu chưa niêm yết,188.022.664.703,183.281.373.318,(4.741.291.385),(8.098.495.000),3.357.203.615,,188022664703.0,183281373318.0,-4741291385.0,-8098495000.0,3357203615.0
2,I > 2,2,Tổng cộng,13.361.222.643.914,13.391.194.863.819,29.972.219.905,91.869.541.480,(61.897.321.575),,13361222643914.0,13391194863819.0,29972219905.0,91869541480.0,-61897321575.0
