row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰ,,,,,,,
61,61,61,"Tiền chi để mua sắm, xây dựng tài sản cố định, bắt động sản đầu tư và các tài sản khác",,(57.126.938.433),(66.320.630.297),,,-57126938433.0,-66320630297.0
62,62,62,"Tiền thu từ thanh lý, nhượng bán tài sản cố định, bắt động sản đầu tư và các tài sản khác",,1.550.381.817,195.590.907,,,1550381817.0,195590907.0
63,63,63,"Tiền chi đầu tư vốn vào công ty con, công ty liên doanh, liên kết và đầu tư khác",,(6.500.000.000.000),(14.361.716.475.830),,,-6500000000000.0,-14361716475830.0
64,64,64,"Tiền thu hồi các khoản đầu tư vào công ty con, công ty liên doanh, liên kết và đầu tư khác",,10.120.364.977.500,7.535.549.999.996,,,10120364977500.0,7535549999996.0
65,65,65,Tiền thu về cổ tức và lợi nhuận được chia từ các khoản đầu tư tài chính dài hạn,,742.518.785.036,689.687.634.935,,,742518785036.0,689687634935.0
70,70,70,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,4.307.307.205.920,(6.202.603.880.289),,,4307307205920.0,-6202603880289.0
,,,III. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
71,71,71,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,100.000.000.000,-,,,100000000000.0,
72,72,72,"Tiền chi trả vốn góp cho chủ sở hữu, mua lại cổ phiếu phát hành",,(15.535.484.501),(10.392.739.400),,,-15535484501.0,-10392739400.0
73,73,73,Tiền vay gốc,,128.576.092.718.449,99.271.540.327.215,,,128576092718449.0,99271540327215.0
73.2,73.2,73.2,- Tiến vay khác,,128.576.092.718.449,99.271.540.327.215,,,128576092718449.0,99271540327215.0
74,74,74,Tiền chi trả nợ gốc vay,,(120.743.657.624.735),(95.172.222.925.624),,,-120743657624735.0,-95172222925624.0
74.3,74.3,74.3,- Tiến chi trả gốc vay khác,,(120.743.657.624.735),(95.172.222.925.624),,,-120743657624735.0,-95172222925624.0
76,76,76,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(598.997.932.000),(506.668.467.000),,,-598997932000.0,-506668467000.0
80,80,80,Lưu chuyển tiền thuần từ hoạt động tài chính,,7.317.901.677.213,3.582.256.195.191,,,7317901677213.0,3582256195191.0
90,90,90,(GIẢM)/TẢNG TIÊN THUẢN TRONG NĂM,,(669.427.610.823),389.016.885.955,,,-669427610823.0,389016885955.0
101,101,101,TIÊN VÀ CÁC KHOẠN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,5,841.451.737.371,452.434.851.416,,5.0,841451737371.0,452434851416.0
101.1,101.1,101.1,Tiền,,91.451.737.371,152.418.413.398,,,91451737371.0,152418413398.0
101.2,101.2,101.2,Các khoản tương đương tiền,,750.000.000.000,300.016.438.018,,,750000000000.0,300016438018.0
103,103,103,TIÊN VÀ CÁC KHOẠN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,5,172.024.126.548,841.451.737.371,,5.0,172024126548.0,841451737371.0
103.1,103.1,103.1,Tiền,,71.777.591.696,91.451.737.371,,,71777591696.0,91451737371.0
103.2,103.2,103.2,Các khoản tương đương tiền,,100.246.534.852,750.000.000.000,,,100246534852.0,750000000000.0
