row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tải sản thuế thu nhập hoãn lại,Tải sản thuế thu nhập hoãn lại,Tải sản thuế thu nhập hoãn lại,Tải sản thuế thu nhập hoãn lại,Tải sản thuế thu nhập hoãn lại,,
Số đầu năm,Tải sản thuế thu nhập hoãn lại > Số đầu năm,Số đầu năm,22.730.707.526,42.654.658.942,22730707526.0,42654658942.0
Thuế TNDN hoãn lại phát sinh do tăng/(giảm) chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Tải sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do tăng/(giảm) chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Thuế TNDN hoãn lại phát sinh do tăng/(giảm) chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,1.426.060.000,(1.009.600.000),1426060000.0,-1009600000.0
Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng phải thu tiền bản chứng khoán quá hạn chưa được khấu trừ,Tải sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng phải thu tiền bản chứng khoán quá hạn chưa được khấu trừ,Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng phải thu tiền bản chứng khoán quá hạn chưa được khấu trừ,(17.813.844.969),(11.875.896.646),-17813844969.0,-11875896646.0
Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời tỉnh thuế,Tải sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời tỉnh thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời tỉnh thuế,(1.823.656.500),(1.222.492.958),-1823656500.0,-1222492958.0
Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng suy giảm giá trị khoản cho vay,Tải sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng suy giảm giá trị khoản cho vay,Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng suy giảm giá trị khoản cho vay,(295.423.254),(5.815.961.812),-295423254.0,-5815961812.0
Số cuối năm,Tải sản thuế thu nhập hoãn lại > Số cuối năm,Số cuối năm,4.223.842.803,22.730.707.526,4223842803.0,22730707526.0
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,
Số đầu năm,Thuế TNDN hoãn lại phải trả > Số đầu năm,Số đầu năm,79.984.801.589,70.361.052.408,79984801589.0,70361052408.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,17.185.567.001,(1.207.527.318),17185567001.0,-1207527318.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá lại tài sản tài chính AFS,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh do phần đánh giá lại tài sản tài chính AFS,Thuế TNDN hoãn lại phát sinh do phần đánh giá lại tài sản tài chính AFS,(71.890.743.123),8.609.558.822,-71890743123.0,8609558822.0
Thuế TNDN hoãn lại phát sinh do đánh giá giảm phải trả chứng quyền đang lưu hành,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh do đánh giá giảm phải trả chứng quyền đang lưu hành,Thuế TNDN hoãn lại phát sinh do đánh giá giảm phải trả chứng quyền đang lưu hành,(2.126.763.706),2.221.717.677,-2126763706.0,2221717677.0
Số cuối năm,Thuế TNDN hoãn lại phải trả > Số cuối năm,Số cuối năm,23.152.861.761,79.984.801.589,23152861761.0,79984801589.0
