row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Công ty TNHH Tich hợp Hệ thống CMC,Công ty TNHH Tich hợp Hệ thống CMC,Công ty TNHH Tich hợp Hệ thống CMC,5.234.858.764,5.999.696.699,5234858764.0,5999696699.0
Công ty TNHH Công nghệ Giao dịch Việt Nam,Công ty TNHH Công nghệ Giao dịch Việt Nam,Công ty TNHH Công nghệ Giao dịch Việt Nam,368.241.390,368.241.390,368241390.0,368241390.0
Công ty TNHH Công Nghệ Cao LOTTE-HPT Việt Nam,Công ty TNHH Công Nghệ Cao LOTTE-HPT Việt Nam,Công ty TNHH Công Nghệ Cao LOTTE-HPT Việt Nam,860.250.000,-,860250000.0,
"N2N-AFE (Hong Kong) Limited (""N2N-AFE"")","N2N-AFE (Hong Kong) Limited (""N2N-AFE"")","N2N-AFE (Hong Kong) Limited (""N2N-AFE"")",771.689.751,-,771689751.0,
Horizon Software Asia Ltd,Horizon Software Asia Ltd,Horizon Software Asia Ltd,-,1.341.670.993,,1341670993.0
Công ty CP Truyền Thông Cho Ô,Công ty CP Truyền Thông Cho Ô,Công ty CP Truyền Thông Cho Ô,969.792.764,-,969792764.0,
Phải trả tiền mua chứng khoán,Phải trả tiền mua chứng khoán,Phải trả tiền mua chứng khoán,15.222.592.400,-,15222592400.0,
Phải trả tiền thanh toán chứng quyền khi đáo hạn,Phải trả tiền thanh toán chứng quyền khi đáo hạn,Phải trả tiền thanh toán chứng quyền khi đáo hạn,-,12.004.444.390,,12004444390.0
Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,6.872.348.565,8.508.271.097,6872348565.0,8508271097.0
Tổng cộng,Tổng cộng,Tổng cộng,30.299.773.634,28.222.324.569,30299773634.0,28222324569.0
