row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tam ứng,Tam ứng,Tam ứng,8.975.788.912,8.187.814.975,8975788912.0,8187814975.0
"Vật tư vấn phòng, công cụ dụng cụ","Vật tư vấn phòng, công cụ dụng cụ","Vật tư vấn phòng, công cụ dụng cụ",757.153.145,1.265.969.684,757153145.0,1265969684.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,24.668.168.222,19.932.511.086,24668168222.0,19932511086.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",519.052.110,932.251.405,519052110.0,932251405.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,24.149.116.112,19.000.259.681,24149116112.0,19000259681.0
"Cảm cổ, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cổ, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cổ, thể chấp, ký quỹ, ký cược ngắn hạn",1.984.430.500,860.194.960,1984430500.0,860194960.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,112.517.421.701,3.674.667.967,112517421701.0,3674667967.0
- Tiến gửi ký quỹ phải sinh của Công ty,- Tiến gửi ký quỹ phải sinh của Công ty,- Tiến gửi ký quỹ phải sinh của Công ty,111.567.248.001,2.559.929.467,111567248001.0,2559929467.0
- Khác,- Khác,- Khác,950.173.700,1.114.738.500,950173700.0,1114738500.0
Tổng cộng,Tổng cộng,Tổng cộng,148.902.962.480,33.921.158.672,148902962480.0,33921158672.0
