row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,175.004.650.211.723,111.778.721.464.215,,,175004650211723.0,111778721464215.0
02,02,02,2. Tiền chi mua chứng khoán môi giới cho khách hàng,,(175.052.653.309.811),(116.443.977.480.681),,,-175052653309811.0,-116443977480681.0
07,07,07,3. Nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng,,179.140.089.460.808,142.304.726.898.463,,,179140089460808.0,142304726898463.0
07.1,07.1,07.1,4. Tiền gửi ký quỹ của Nhà đầu tư tại VSD ((giám)/tăng),,(7.557.458.194),(195.785.169.452),,,-7557458194.0,-195785169452.0
08,08,08,5. Chi trả thanh toán giao dịch chứng khoán của khách hàng,,(173.690.555.564.960),(136.436.782.295.947),,,-173690555564960.0,-136436782295947.0
11,11,11,6. Chi trả phí lưu ký chứng khoán của khách hàng,,(24.601.768.778),(24.180.754.186),,,-24601768778.0,-24180754186.0
14,14,14,7. Tiền thu của Tổ chức phát hành chứng khoán,,258.519.494.358,1.146.416.738.816,,,258519494358.0,1146416738816.0
15,15,15,8. Tiền chi trả Tổ chức phát hành chứng khoán,,(3.347.300.472.909),(2.880.802.190.594),,,-3347300472909.0,-2880802190594.0
20,20,20,Tăng/(giám) tiền thuần trong năm,,2.280.590.592.237,(751.662.789.366),,,2280590592237.0,-751662789366.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,2.531.793.630.697,3.283.456.420.063,,,2531793630697.0,3283456420063.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,2.531.793.630.697,3.283.456.420.063,,,2531793630697.0,3283456420063.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,2.481.001.828.214,3.277.099.541.551,,,2481001828214.0,3277099541551.0
32,32,32,Trong đó: Tiến gửi ký quỹ của Nhà đầu tư tại VSD,,415.120.594.227,610.905.763.675,,,415120594227.0,610905763675.0
33,33,33,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,3.790.098.239,4.553.932.668,,,3790098239.0,4553932668.0
35,35,35,- Tiền gửi của Tổ chức phát hành,,47.001.704.244,1.802.945.844,,,47001704244.0,1802945844.0
