row_label_raw,row_label_full,STT,Chỉ tiêu,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Đơn vị tính: VND,numeric__Chỉ tiêu,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND
I,I,I,Thuế,51.644.323.962,585.841.642.308,527.567.112.141,109.918.854.129,,51644323962.0,585841642308.0,527567112141.0,109918854129.0
1,1,1,Thuế giá trị gia tăng,1.124.701.215,7.720.755.863,8.279.140.330,566.316.748,,1124701215.0,7720755863.0,8279140330.0,566316748.0
2,2,2,Thuế thu nhập doanh nghiệp(Thuyết minh số 39.1),24.018.393.178,264.754.839.912,234.131.825.593,54.641.407.497,,24018393178.0,264754839912.0,234131825593.0,54641407497.0
3,3,3,Các loại thuế khác,26.501.229.569,313.366.046.533,285.156.146.218,54.711.129.884,,26501229569.0,313366046533.0,285156146218.0,54711129884.0
3,3,3,Thuế thu nhập cá nhân,5.725.565.786,56.833.782.502,47.259.909.609,15.299.438.679,,5725565786.0,56833782502.0,47259909609.0,15299438679.0
3,3,3,Thuế thu nhập cá nhân nộp hộ nhà đầu tư,16.937.664.993,208.603.480.899,191.123.111.863,34.418.034.029,,16937664993.0,208603480899.0,191123111863.0,34418034029.0
3,3,3,Thuế môn bài,-,18.000.000,18.000.000,-,,,18000000.0,18000000.0,
3,3,3,Thuế khác (thuế nhà thầu),3.837.998.790,47.910.783.132,46.755.124.746,4.993.657.176,,3837998790.0,47910783132.0,46755124746.0,4993657176.0
II,II,II,Các khoản phải nộp khác,-,41.193.833,41.193.833,-,,,41193833.0,41193833.0,
II,II,II,Tổng cộng,51.644.323.962,585.882.836.141,527.608.305.974,109.918.854.129,,51644323962.0,585882836141.0,527608305974.0,109918854129.0
