row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,25.838.154.859.552,17.576.710.676.258,,,25838154859552.0,17576710676258.0
310,310,310,I. Nợ phải trả ngắn hạn,,25.813.201.997.791,16.390.787.928.499,,,25813201997791.0,16390787928499.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,20,23.351.486.249.171,15.550.226.155.457,,20.0,23351486249171.0,15550226155457.0
312,312,312,1.1. Vay ngắn hạn,,23.351.486.249.171,15.550.226.155.457,,,23351486249171.0,15550226155457.0
315,315,315,2. Trải phiếu chuyên đối ngắn hạn – Cấu phần nợ,21,1.146.531.254.012,-,,21.0,1146531254012.0,
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,22,217.446.795.784,30.254.764.400,,22.0,217446795784.0,30254764400.0
320,320,320,4. Phải trả người bán ngắn hạn,23,30.299.773.634,28.222.324.569,,23.0,30299773634.0,28222324569.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,3.702.194.419,5.121.736.077,,,3702194419.0,5121736077.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,24,109.918.854.129,51.644.323.962,,24.0,109918854129.0,51644323962.0
323,323,323,7. Phải trả người lao động,,22.436.917.010,24.345.950.059,,,22436917010.0,24345950059.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,7.522.947,188.706.947,,,7522947.0,188706947.0
325,325,325,9. Chi phí phải trả ngắn hạn,25,81.992.339.675,94.201.485.407,,25.0,81992339675.0,94201485407.0
327,327,327,10. Doanh thu chưa thực hiện ngắn hạn,,81.615.385,10.000.000,,,81615385.0,10000000.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",26,620.670.946.861,343.612.835.873,,26.0,620670946861.0,343612835873.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,228.627.534.764,262.959.645.748,,,228627534764.0,262959645748.0
340,340,340,II. Nợ phải trả dài hạn,,24.952.861.761,1.185.922.747.759,,,24952861761.0,1185922747759.0
345,345,345,1. Trải phiếu chuyển đổi dài hạn – Cấu phần nợ,21,-,1.105.937.946.170,,21.0,,1105937946170.0
351,351,351,2. Doanh thu chưa thực hiện dài hạn,,1.800.000.000,-,,,1800000000.0,
356,356,356,3. Thuế thu nhập doanh nghiệp hoãn lại phải trả,17,23.152.861.761,79.984.801.589,,17.0,23152861761.0,79984801589.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,9.590.867.657.860,9.103.760.190.083,,,9590867657860.0,9103760190083.0
410,410,410,I. Vốn chủ sở hữu,27,9.590.867.657.860,9.103.760.190.083,,27.0,9590867657860.0,9103760190083.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,6.138.044.019.034,5.224.760.213.535,,,6138044019034.0,5224760213535.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,6.029.456.130.000,5.100.636.840.000,,,6029456130000.0,5100636840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,6.029.456.130.000,5.100.636.840.000,,,6029456130000.0,5100636840000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,29.470.756.034,29.470.756.034,,,29470756034.0,29470756034.0
411.3,411.3,411.3,1.3. Quyền chọn chuyển đối trái phiếu – Cấu phần vốn,,113.779.095.785,113.779.095.785,,,113779095785.0,113779095785.0
411.5,411.5,411.5,1.4. Cổ phiếu quỹ,,(34.661.962.785),(19.126.478.284),,,-34661962785.0,-19126478284.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,40,(3.793.033.106),260.974.419.033,,40.0,-3793033106.0,260974419033.0
414,414,414,3. Quỹ dự trữ bổ sung vốn điều lệ,,519.187.344.649,474.303.674.335,,,519187344649.0,474303674335.0
415,415,415,4. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,434.679.749.965,389.796.079.651,,,434679749965.0,389796079651.0
417,417,417,5. Lợi nhuận chưa phân phối,27.1,2.502.749.577.318,2.753.925.803.529,,271.0,2502749577318.0,2753925803529.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,2.493.351.850.208,3.008.744.489.379,,,2493351850208.0,3008744489379.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,9.397.727.110,(254.818.685.850),,,9397727110.0,-254818685850.0
440,440,440,TỔNG CỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,35.429.022.517.412,26.680.470.866.341,,,35429022517412.0,26680470866341.0
