row_label_raw,row_label_full,col_0,Khối lượnggiao dịch thực hiệntrong năm(đơn vị),Giá trịgiao dịch thực hiệntrong năm(VND),numeric__Khối lượnggiao dịch thực hiệntrong năm(đơn vị),numeric__Giá trịgiao dịch thực hiệntrong năm(VND)
a. Của Công ty,a. Của Công ty,a. Của Công ty,1.048.063.784,160.562.587.330.717,1048063784.0,160562587330717.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,433.562.076,12.294.701.615.521,433562076.0,12294701615521.0
- Trải phiếu,- Trải phiếu,- Trải phiếu,465.340.856,129.056.721.430.923,465340856.0,129056721430923.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,149.160.852,19.211.164.284.273,149160852.0,19211164284273.0
b. Của nhà đầu tư,b. Của nhà đầu tư,b. Của nhà đầu tư,20.339.274.504,849.165.380.917.561,20339274504.0,849165380917561.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,19.775.837.851,419.196.549.053.985,19775837851.0,419196549053985.0
- Trải phiếu,- Trải phiếu,- Trải phiếu,19.106.000,2.055.264.967.636,19106000.0,2055264967636.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,544.330.653,427.913.566.895.940,544330653.0,427913566895940.0
Tổng cộng,Tổng cộng,Tổng cộng,21.387.338.288,1.009.727.968.248.278,21387338288.0,1009727968248278.0
