row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGÂN HẠN,,28.777.742.441.510,22.005.111.571.256,,,28777742441510.0,22005111571256.0
110,110,110,I. Tài sản tài chính,,28.628.839.479.030,21.971.190.412.584,,,28628839479030.0,21971190412584.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,172.024.126.548,841.451.737.371,,5.0,172024126548.0,841451737371.0
111.1,111.1,111.1,1.1. Tiền,,71.777.591.696,91.451.737.371,,,71777591696.0,91451737371.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,100.246.534.852,750.000.000.000,,,100246534852.0,750000000000.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãiỗ (FVTPL),7.1,13.207.913.490.501,4.263.610.960.357,,71.0,13207913490501.0,4263610960357.0
113,113,113,3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),7.3,5.580.140.896.543,10.712.429.740.057,,73.0,5580140896543.0,10712429740057.0
114,114,114,4. Các khoản cho vay,7.4,9.226.158.205.627,5.359.342.228.084,,74.0,9226158205627.0,5359342228084.0
115,115,115,5. Tài sản tài chính sẵn sàng để bản (AFS),7.2,183.281.373.318,758.196.865.504,,72.0,183281373318.0,758196865504.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,8,(48.240.749.680),(41.167.505.065),,8.0,-48240749680.0,-41167505065.0
117,117,117,7. Các khoản phải thu,,386.392.925.745,338.942.187.287,,,386392925745.0,338942187287.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,304.395.057.166,318.467.747.950,,9.0,304395057166.0,318467747950.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiến lãi các tài sản tài chính",9,81.997.868.579,20.474.439.337,,9.0,81997868579.0,20474439337.0
117.4,117.4,117.4,"7.2.1.Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,81.997.868.579,20.474.439.337,,,81997868579.0,20474439337.0
118,118,118,8. Trả trước cho người bán,9,198.769.776.297,9.247.337.843,,9.0,198769776297.0,9247337843.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,21.849.849.036,35.359.191.164,,9.0,21849849036.0,35359191164.0
122,122,122,10. Các khoản phải thu khác,9,1.926.127.178,2.051.563.026,,9.0,1926127178.0,2051563026.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(301.376.542.083),(308.273.893.044),,9.0,-301376542083.0,-308273893044.0
130,130,130,II. Tài sản ngắn hạn khác,10,148.902.962.480,33.921.158.672,,10.0,148902962480.0,33921158672.0
131,131,131,1. Tạm ứng,,8.975.788.912,8.187.814.975,,,8975788912.0,8187814975.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,757.153.145,1.265.969.684,,,757153145.0,1265969684.0
133,133,133,3. Chi phí trả trước ngắn hạn,,24.668.168.222,19.932.511.086,,,24668168222.0,19932511086.0
134,134,134,"4. Cẩm cố, thể chấp, ký quý, ký cược ngắn hạn",,1.984.430.500,860.194.960,,,1984430500.0,860194960.0
137,137,137,5. Tài sản ngắn hạn khác,,112.517.421.701,3.674.667.967,,,112517421701.0,3674667967.0
