row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm vi tính,Trang web,VND Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm vi tính,numeric__Trang web,numeric__VND Tổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,
Số đầu năm,Nguyên giá: > Số đầu năm,Số đầu năm,90.175.781.818,14.691.067.913,3.926.871.000,108.793.720.731,90175781818.0,14691067913.0,3926871000.0,108793720731.0
Mua trong năm,Nguyên giá: > Mua trong năm,Mua trong năm,-,1.739.250.000,-,1.739.250.000,,1739250000.0,,1739250000.0
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,90.175.781.818,16.430.317.913,3.926.871.000,110.532.970.731,90175781818.0,16430317913.0,3926871000.0,110532970731.0
Trong đó:Dã hao mòn hết,Nguyên giá: > Trong đó:Dã hao mòn hết,Trong đó:Dã hao mòn hết,-,3.698.127.097,-,3.698.127.097,,3698127097.0,,3698127097.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số đầu năm,Giá trị hao mòn lũy kế > Số đầu năm,Số đầu năm,-,(5.916.561.776),(1.673.546.286),(7.590.108.062),,-5916561776.0,-1673546286.0,-7590108062.0
Hao mòntrong năm,Giá trị hao mòn lũy kế > Hao mòntrong năm,Hao mòntrong năm,-,(1.436.418.646),(519.657.047),(1.956.075.693),,-1436418646.0,-519657047.0,-1956075693.0
Số cuối năm,Giá trị hao mòn lũy kế > Số cuối năm,Số cuối năm,-,(7.352.980.422),(2.193.203.333),(9.546.183.755),,-7352980422.0,-2193203333.0,-9546183755.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,90.175.781.818,8.774.506.137,2.253.324.714,101.203.612.669,90175781818.0,8774506137.0,2253324714.0,101203612669.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,90.175.781.818,9.077.337.491,1.733.667.667,100.986.786.976,90175781818.0,9077337491.0,1733667667.0,100986786976.0
Trong đó:Tài sản sử dụngđể thế chấp(Thuyết minhsố 25),Giá trị còn lại: > Trong đó:Tài sản sử dụngđể thế chấp(Thuyết minhsố 25),Trong đó:Tài sản sử dụngđể thế chấp(Thuyết minhsố 25),90.175.781.818,-,-,90.175.781.818,90175781818.0,,,90175781818.0
