row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27.1,1.532.014.610.370,680.156.342.820,,271.0,1532014610370.0,680156342820.0
02,02,02,2. Các khoản giảm trừ doanh thu,27.1,(9.265.591.533),(5.519.883.332),,271.0,-9265591533.0,-5519883332.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,27.1,1.522.749.018.837,674.636.459.488,,271.0,1522749018837.0,674636459488.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,28,(1.268.448.737.332),(1.032.003.656.373),,28.0,-1268448737332.0,-1032003656373.0
20,20,20,5. Lợi nhuận (lỗ) gộp về bán hàng và cung cấp dịch vụ,,254.300.281.505,(357.367.196.885),,,254300281505.0,-357367196885.0
21,21,21,6. Doanh thu hoạt động tài chính,27.2,359.155.424.815,683.295.343.771,,272.0,359155424815.0,683295343771.0
22,22,22,7. Chi phí tài chính Trong đó: Chi phí lãi vay,29,(288.771.354.722)(117.644.410.299),(203.815.475.607)(200.492.626.184),,29.0,,
23,23,23,7. Chi phí tài chính Trong đó: Chi phí lãi vay,29,(288.771.354.722)(117.644.410.299),(203.815.475.607)(200.492.626.184),,29.0,,
25,25,25,8. Chi phí bán hàng,30,(113.532.068.689),(87.540.554.755),,30.0,-113532068689.0,-87540554755.0
26,26,26,9. Chi phí quản lý doanh nghiệp,30,(63.155.900.060),(65.385.010.491),,30.0,-63155900060.0,-65385010491.0
30,30,30,10. Lợi nhuận (lỗ) thuần từ hoạt động kinh doanh,,147.996.382.849,(30.812.893.967),,,147996382849.0,-30812893967.0
31,31,31,11. Thu nhập khác,31,31.314.709.160,106.696.267.766,,31.0,31314709160.0,106696267766.0
32,32,32,12. Chi phí khác,31,(22.712.036.324),(824.374.345),,31.0,-22712036324.0,-824374345.0
40,40,40,13. Lợi nhuận khác,31,8.602.672.836,105.871.893.421,,31.0,8602672836.0,105871893421.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế TNDN,,156.599.055.685,75.058.999.454,,,156599055685.0,75058999454.0
51,51,51,15. (Chi phí) thu nhập thuế TNDN hiện hành,32.1,(27.888.017.821),34.578.136.867,,321.0,-27888017821.0,34578136867.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,128.711.037.864,109.637.136.321,,,128711037864.0,109637136321.0
