row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Bất động sản dở dang,Bất động sản dở dang,Bất động sản dở dang,1.371.434.641.461,1.892.978.967.408,1371434641461.0,1892978967408.0
- Dự án Jamona City (*),- Dự án Jamona City (*),- Dự án Jamona City (*),1.177.899.307.202,1.144.566.023.888,1177899307202.0,1144566023888.0
- Dự án Carillon 7 (*),- Dự án Carillon 7 (*),- Dự án Carillon 7 (*),7.289.458.892,546.612.097.712,7289458892.0,546612097712.0
- Dự án TTC Plaza Đức Trọng,- Dự án TTC Plaza Đức Trọng,- Dự án TTC Plaza Đức Trọng,144.275.032.666,90.182.144.485,144275032666.0,90182144485.0
- Dự án Thanh Đa,- Dự án Thanh Đa,- Dự án Thanh Đa,-,59.592.613.130,,59592613130.0
- Dự án khu dân cư Phú Hữu Quận 9,- Dự án khu dân cư Phú Hữu Quận 9,- Dự án khu dân cư Phú Hữu Quận 9,21.776.603.921,21.776.603.921,21776603921.0,21776603921.0
- Dự án Charmington La Pointe,- Dự án Charmington La Pointe,- Dự án Charmington La Pointe,9.281.286.495,10.013.243.812,9281286495.0,10013243812.0
- Các dự án khác,- Các dự án khác,- Các dự án khác,10.912.952.285,20.236.240.460,10912952285.0,20236240460.0
Dịch vụ đang cung cấp dở dang,Dịch vụ đang cung cấp dở dang,Dịch vụ đang cung cấp dở dang,26.904.631.245,16.353.570.913,26904631245.0,16353570913.0
Hàng hóa Bất động sản,Hàng hóa Bất động sản,Hàng hóa Bất động sản,40.349.626.643,12.684.671.704,40349626643.0,12684671704.0
Khác,Khác,Khác,1.469.247.557,1.469.247.557,1469247557.0,1469247557.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.440.158.146.906,1.923.486.457.582,1440158146906.0,1923486457582.0
Dự phòng phải hàng tồn kho,Dự phòng phải hàng tồn kho,Dự phòng phải hàng tồn kho,(1.469.247.557),-,-1469247557.0,
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.438.688.899.349,1.923.486.457.582,1438688899349.0,1923486457582.0
