row_label_raw,row_label_full,col_0,Số cuối năm,VND > Số đầu năm,numeric__Số cuối năm,numeric__VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,-,184.153.979,,184153979.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,18.869.481.194,93.872.839.168,18869481194.0,93872839168.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),10.569.639.274,60.365.118.950,10569639274.0,60365118950.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,29.439.120.468,154.422.112.097,29439120468.0,154422112097.0
