row_label_raw,row_label_full,col_0,Số suối năm,VND Số đầu năm,numeric__Số suối năm,numeric__VND Số đầu năm
Các bên khác,Các bên khác,Các bên khác,1.201.280.421.975,649.512.537.142,1201280421975.0,649512537142.0
- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),- Công ty TNHH Lotte Land (i),358.512.000.000,358.512.000.000,358512000000.0,358512000000.0
- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,118.145.758.057,-,118145758057.0,
- Khác (ii),- Khác (ii),- Khác (ii),724.622.663.918,291.000.537.142,724622663918.0,291000537142.0
Các bên liên quan (Thuyết minh số 33),Các bên liên quan (Thuyết minh số 33),Các bên liên quan (Thuyết minh số 33),95.742.476.203,88.633.449.797,95742476203.0,88633449797.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,1.297.022.898.178,738.145.986.939,1297022898178.0,738145986939.0
