row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Số đầu năm
Phải trả khác ngắn hạn (tiếp theo),Phải trả khác ngắn hạn (tiếp theo),Phải trả khác ngắn hạn (tiếp theo),Phải trả khác ngắn hạn (tiếp theo),Phải trả khác ngắn hạn (tiếp theo),Phải trả khác ngắn hạn (tiếp theo),Phải trả khác ngắn hạn (tiếp theo),,,,
Công ty TNHH MTV Kinh doanh Dịch vụDja ốc Sài GònThương Tín,Phải trả khác ngắn hạn (tiếp theo) > Công ty TNHH MTV Kinh doanh Dịch vụDja ốc Sài GònThương Tín,Công ty TNHH MTV Kinh doanh Dịch vụDja ốc Sài GònThương Tín,Công ty con,Đặt cọc mua căn hộ,-,2.138.379.147,,,,2138379147.0
Công ty Cổ phần Thương Tín Tàu Cước,Phải trả khác ngắn hạn (tiếp theo) > Công ty Cổ phần Thương Tín Tàu Cước,Công ty Cổ phần Thương Tín Tàu Cước,Công ty con,Khác,-,402.587.399,,,,402587399.0
Công ty Cổ phần Đầu tư Thành Thành Công,Phải trả khác ngắn hạn (tiếp theo) > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông lớn,Lãi vay,-,87.739.726,,,,87739726.0
Công ty TNHH MTV Tư vấn Sài GònThương Tín,Phải trả khác ngắn hạn (tiếp theo) > Công ty TNHH MTV Tư vấn Sài GònThương Tín,Công ty TNHH MTV Tư vấn Sài GònThương Tín,Công ty trong cùng Tập đoàn,Lãi vay,-,32.621.918,,,,32621918.0
Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Phải trả khác ngắn hạn (tiếp theo) > Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty Cổ phần Du lịch Thành Thành Công Lâm Đồng,Công ty trong cùng Tập đoàn,Khác,-,21.369.863,,,,21369863.0
,,,,,16.282.267.882,79.735.951.269,,,16282267882.0,79735951269.0
Phải trả khác dài hạn,Phải trả khác dài hạn,Phải trả khác dài hạn,Phải trả khác dài hạn,Phải trả khác dài hạn,Phải trả khác dài hạn,Phải trả khác dài hạn,,,,
Công ty Cổ phần Khai thác và Quản lý Khu Công nghiệp Đặng Huỳnh,Phải trả khác dài hạn > Công ty Cổ phần Khai thác và Quản lý Khu Công nghiệp Đặng Huỳnh,Công ty Cổ phần Khai thác và Quản lý Khu Công nghiệp Đặng Huỳnh,Bên liên quan,Hợp tác kinh doanh,244.500.000.000,244.500.000.000,,,244500000000.0,244500000000.0
,,,,,244.500.000.000,244.500.000.000,,,244500000000.0,244500000000.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,,,,
Công ty Cổ phần May Tiến Phát,Phải thu về cho vay ngắn hạn > Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty liên kết,Cho vay,870.000.000.000,939.506.700.000,,,870000000000.0,939506700000.0
Công ty Cổ phần Đầu tư Bất động sản 66,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Đầu tư Bất động sản 66,Công ty Cổ phần Đầu tư Bất động sản 66,Bên liên quan,Cho vay,61.200.000.000,104.420.000.000,,,61200000000.0,104420000000.0
Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Phải thu về cho vay ngắn hạn > Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất,Bên liên quan,Cho vay,57.640.000.000,35.540.000.000,,,57640000000.0,35540000000.0
